CMDLINE python caphv_timespaceanalysis.py
MEM 1.796875 1730101133.3764
MEM 18.460938 1730101133.4769
MEM 25.382812 1730101133.5773
MEM 34.136719 1730101133.6777
MEM 36.476562 1730101133.7781
MEM 37.023438 1730101133.8785
MEM 37.312500 1730101133.9787
MEM 37.312500 1730101134.0791
MEM 39.500000 1730101134.1795
MEM 39.949219 1730101134.2798
MEM 42.765625 1730101134.3801
MEM 43.574219 1730101134.4803
MEM 44.308594 1730101134.5806
MEM 45.378906 1730101134.6808
MEM 46.613281 1730101134.7811
MEM 47.929688 1730101134.8814
MEM 48.542969 1730101134.9817
MEM 49.324219 1730101135.0820
MEM 49.906250 1730101135.1824
MEM 51.152344 1730101135.2827
MEM 53.058594 1730101135.3831
MEM 54.027344 1730101135.4834
MEM 54.671875 1730101135.5837
MEM 56.488281 1730101135.6840
MEM 58.214844 1730101135.7844
MEM 59.945312 1730101135.8847
MEM 60.679688 1730101135.9851
MEM 61.585938 1730101136.0855
MEM 63.421875 1730101136.1859
MEM 63.734375 1730101136.2863
MEM 65.183594 1730101136.3867
MEM 65.808594 1730101136.4871
MEM 67.023438 1730101136.5875
MEM 69.062500 1730101136.6879
MEM 70.785156 1730101136.7883
MEM 72.910156 1730101136.8887
MEM 73.621094 1730101136.9891
MEM 75.144531 1730101137.0895
MEM 75.949219 1730101137.1899
MEM 78.378906 1730101137.2904
MEM 79.605469 1730101137.3908
MEM 80.460938 1730101137.4912
MEM 80.757812 1730101137.5916
MEM 81.847656 1730101137.6920
MEM 82.542969 1730101137.7924
MEM 98.000000 1730101137.8928
MEM 108.335938 1730101137.9932
MEM 109.019531 1730101138.0936
MEM 109.019531 1730101138.1940
MEM 109.019531 1730101138.2944
MEM 109.019531 1730101138.3948
MEM 109.019531 1730101138.4952
MEM 109.019531 1730101138.5956
MEM 109.019531 1730101138.6960
MEM 109.019531 1730101138.7964
MEM 109.019531 1730101138.8968
MEM 109.019531 1730101138.9972
MEM 109.019531 1730101139.0975
MEM 109.019531 1730101139.1979
MEM 109.019531 1730101139.2981
MEM 109.019531 1730101139.3984
MEM 109.019531 1730101139.4988
MEM 109.019531 1730101139.5992
MEM 109.019531 1730101139.6994
MEM 109.019531 1730101139.7998
MEM 109.019531 1730101139.9002
MEM 109.019531 1730101140.0006
MEM 109.019531 1730101140.1009
MEM 109.019531 1730101140.2014
MEM 109.019531 1730101140.3018
MEM 109.019531 1730101140.4022
MEM 109.019531 1730101140.5026
MEM 109.019531 1730101140.6030
MEM 109.019531 1730101140.7034
MEM 109.019531 1730101140.8038
MEM 109.019531 1730101140.9042
MEM 109.019531 1730101141.0046
MEM 109.019531 1730101141.1050
MEM 109.019531 1730101141.2054
MEM 109.019531 1730101141.3058
MEM 109.019531 1730101141.4062
MEM 109.019531 1730101141.5066
MEM 109.019531 1730101141.6070
MEM 109.019531 1730101141.7074
MEM 109.019531 1730101141.8078
MEM 109.019531 1730101141.9082
MEM 109.019531 1730101142.0086
MEM 109.019531 1730101142.1090
MEM 109.019531 1730101142.2094
MEM 109.019531 1730101142.3098
MEM 109.019531 1730101142.4102
MEM 109.019531 1730101142.5106
MEM 109.019531 1730101142.6111
MEM 109.019531 1730101142.7114
MEM 109.019531 1730101142.8118
MEM 109.019531 1730101142.9122
MEM 109.019531 1730101143.0126
