CMDLINE python transppi_timespace.py
MEM 1231.683594 1730778923.9619
MEM 1231.941406 1730778924.0622
MEM 1233.230469 1730778924.1625
MEM 1233.488281 1730778924.2629
MEM 1234.261719 1730778924.3634
MEM 1234.777344 1730778924.4639
MEM 1235.035156 1730778924.5642
MEM 1236.066406 1730778924.6647
MEM 1236.839844 1730778924.7652
MEM 1237.355469 1730778924.8655
MEM 1237.871094 1730778924.9658
MEM 1238.640625 1730778925.0661
MEM 1238.898438 1730778925.1666
MEM 1239.929688 1730778925.2670
MEM 1240.445312 1730778925.3673
MEM 1241.218750 1730778925.4676
MEM 1242.250000 1730778925.5680
MEM 1242.250000 1730778925.6683
MEM 1243.023438 1730778925.7686
MEM 1243.281250 1730778925.8689
MEM 1244.054688 1730778925.9692
MEM 1244.570312 1730778926.0697
MEM 1244.570312 1730778926.1700
MEM 1245.343750 1730778926.2703
MEM 1245.601562 1730778926.3706
MEM 1246.632812 1730778926.4712
MEM 1246.890625 1730778926.5715
MEM 1247.406250 1730778926.6721
MEM 1248.179688 1730778926.7724
MEM 1248.437500 1730778926.8730
MEM 1249.210938 1730778926.9734
MEM 1249.726562 1730778927.0738
MEM 1250.500000 1730778927.1741
MEM 1251.789062 1730778927.2745
MEM 1251.789062 1730778927.3748
MEM 1252.562500 1730778927.4754
MEM 1253.078125 1730778927.5757
MEM 1253.335938 1730778927.6762
MEM 1253.593750 1730778927.7765
MEM 1254.367188 1730778927.8768
MEM 1255.140625 1730778927.9772
MEM 1255.656250 1730778928.0775
MEM 1255.914062 1730778928.1778
MEM 1256.429688 1730778928.2782
MEM 1257.460938 1730778928.3787
MEM 1257.976562 1730778928.4792
MEM 1258.750000 1730778928.5797
MEM 1259.265625 1730778928.6801
MEM 1259.781250 1730778928.7806
MEM 1260.039062 1730778928.8810
MEM 1260.296875 1730778928.9813
MEM 1260.812500 1730778929.0816
MEM 1261.328125 1730778929.1819
MEM 1261.843750 1730778929.2825
MEM 1262.617188 1730778929.3831
MEM 1263.648438 1730778929.4836
MEM 1264.164062 1730778929.5840
MEM 1264.937500 1730778929.6845
MEM 1265.453125 1730778929.7848
MEM 1265.710938 1730778929.8854
MEM 1265.710938 1730778929.9857
MEM 1266.484375 1730778930.0861
MEM 1267.000000 1730778930.1866
MEM 1267.257812 1730778930.2871
MEM 1268.031250 1730778930.3874
MEM 1268.546875 1730778930.4877
MEM 1269.578125 1730778930.5881
MEM 1270.351562 1730778930.6884
MEM 1270.609375 1730778930.7888
MEM 1271.640625 1730778930.8894
MEM 1272.414062 1730778930.9897
MEM 1273.445312 1730778931.0902
MEM 1273.960938 1730778931.1906
MEM 1273.960938 1730778931.2911
MEM 1274.730469 1730778931.3914
MEM 1275.503906 1730778931.4918
MEM 1275.503906 1730778931.5922
MEM 1276.011719 1730778931.6926
MEM 1276.781250 1730778931.7929
MEM 1277.296875 1730778931.8932
MEM 1277.812500 1730778931.9935
MEM 1278.070312 1730778932.0938
MEM 1278.328125 1730778932.1942
MEM 1279.359375 1730778932.2947
MEM 1279.875000 1730778932.3953
MEM 1280.648438 1730778932.4957
MEM 1281.421875 1730778932.5960
MEM 1281.937500 1730778932.6966
MEM 1282.710938 1730778932.7970
MEM 1283.484375 1730778932.8973
MEM 1283.484375 1730778932.9976
MEM 1284.000000 1730778933.0979
MEM 1285.031250 1730778933.1984
MEM 1285.546875 1730778933.2989
MEM 1285.804688 1730778933.3993
MEM 1285.804688 1730778933.4996
MEM 1285.804688 1730778933.6002
MEM 1286.687500 1730778933.7007
MEM 1287.203125 1730778933.8010
MEM 1287.976562 1730778933.9014
MEM 1288.492188 1730778934.0017
MEM 1289.007812 1730778934.1022
MEM 1290.039062 1730778934.2025
MEM 1290.554688 1730778934.3029
MEM 1291.070312 1730778934.4033
MEM 1291.843750 1730778934.5038
MEM 1292.617188 1730778934.6042
MEM 1292.875000 1730778934.7047
MEM 1293.648438 1730778934.8052
MEM 1294.679688 1730778934.9056
MEM 1294.937500 1730778935.0059
MEM 1295.453125 1730778935.1065
MEM 1295.968750 1730778935.2069
MEM 1296.742188 1730778935.3075
MEM 1297.000000 1730778935.4078
MEM 1297.773438 1730778935.5082
MEM 1298.546875 1730778935.6087
MEM 1299.062500 1730778935.7091
MEM 1299.320312 1730778935.8097
MEM 1300.093750 1730778935.9102
MEM 1301.125000 1730778936.0106
MEM 1301.640625 1730778936.1109
MEM 1301.898438 1730778936.2113
MEM 1302.414062 1730778936.3116
MEM 1303.183594 1730778936.4122
MEM 1303.699219 1730778936.5125
MEM 1304.730469 1730778936.6128
MEM 1304.730469 1730778936.7132
MEM 1304.988281 1730778936.8135
MEM 1305.246094 1730778936.9141
MEM 1305.761719 1730778937.0146
MEM 1305.761719 1730778937.1149
MEM 1306.535156 1730778937.2153
MEM 1307.566406 1730778937.3156
MEM 1308.339844 1730778937.4159
MEM 1309.113281 1730778937.5163
MEM 1309.628906 1730778937.6167
MEM 1309.886719 1730778937.7172
MEM 1310.402344 1730778937.8177
MEM 1311.175781 1730778937.9181
MEM 1311.949219 1730778938.0185
MEM 1312.464844 1730778938.1188
MEM 1312.464844 1730778938.2192
MEM 1313.238281 1730778938.3197
MEM 1314.011719 1730778938.4201
MEM 1314.785156 1730778938.5206
MEM 1315.042969 1730778938.6211
MEM 1315.558594 1730778938.7214
MEM 1316.074219 1730778938.8218
MEM 1316.074219 1730778938.9223
MEM 1316.332031 1730778939.0227
MEM 1317.363281 1730778939.1231
MEM 1317.621094 1730778939.2235
MEM 1317.878906 1730778939.3239
MEM 1318.136719 1730778939.4242
MEM 1318.910156 1730778939.5246
MEM 1319.425781 1730778939.6249
MEM 1319.941406 1730778939.7255
MEM 1320.457031 1730778939.8261
MEM 1321.230469 1730778939.9265
MEM 1322.003906 1730778940.0268
MEM 1322.519531 1730778940.1271
MEM 1323.292969 1730778940.2274
MEM 1323.808594 1730778940.3277
MEM 1324.324219 1730778940.4281
MEM 1325.355469 1730778940.5284
MEM 1325.613281 1730778940.6287
MEM 1325.871094 1730778940.7290
MEM 1326.644531 1730778940.8292
MEM 1327.675781 1730778940.9295
MEM 1328.191406 1730778941.0298
MEM 1328.964844 1730778941.1302
MEM 1329.738281 1730778941.2306
MEM 1330.253906 1730778941.3311
MEM 1330.769531 1730778941.4314
MEM 1331.800781 1730778941.5317
MEM 1332.316406 1730778941.6322
MEM 1333.089844 1730778941.7327
MEM 1333.863281 1730778941.8330
MEM 1334.636719 1730778941.9335
MEM 1334.636719 1730778942.0338
MEM 1335.410156 1730778942.1342
MEM 1335.667969 1730778942.2346
MEM 1335.925781 1730778942.3351
MEM 1336.699219 1730778942.4355
MEM 1337.472656 1730778942.5358
MEM 1338.246094 1730778942.6362
MEM 1339.277344 1730778942.7367
MEM 1339.535156 1730778942.8371
MEM 1340.050781 1730778942.9376
MEM 1341.082031 1730778943.0382
MEM 1341.855469 1730778943.1386
MEM 1342.628906 1730778943.2389
MEM 1343.402344 1730778943.3395
MEM 1343.917969 1730778943.4398
MEM 1344.433594 1730778943.5402
MEM 1345.722656 1730778943.6406
MEM 1346.496094 1730778943.7409
MEM 1347.011719 1730778943.8413
MEM 1347.781250 1730778943.9416
MEM 1348.039062 1730778944.0419
MEM 1348.554688 1730778944.1422
MEM 1349.070312 1730778944.2426
MEM 1349.585938 1730778944.3431
MEM 1350.359375 1730778944.4434
MEM 1350.617188 1730778944.5437
MEM 1351.132812 1730778944.6442
MEM 1351.390625 1730778944.7447
MEM 1351.906250 1730778944.8450
MEM 1352.164062 1730778944.9454
MEM 1353.195312 1730778945.0458
MEM 1353.453125 1730778945.1462
MEM 1353.968750 1730778945.2467
MEM 1353.968750 1730778945.3470
MEM 1354.742188 1730778945.4474
MEM 1355.257812 1730778945.5479
MEM 1356.031250 1730778945.6486
MEM 1357.062500 1730778945.7489
MEM 1357.835938 1730778945.8495
MEM 1358.093750 1730778945.9499
MEM 1358.351562 1730778946.0503
MEM 1359.125000 1730778946.1507
MEM 1360.156250 1730778946.2513
MEM 1360.414062 1730778946.3516
MEM 1360.929688 1730778946.4521
MEM 1361.445312 1730778946.5525
MEM 1361.960938 1730778946.6530
MEM 1362.734375 1730778946.7534
MEM 1363.507812 1730778946.8537
MEM 1363.765625 1730778946.9543
MEM 1364.539062 1730778947.0546
MEM 1365.312500 1730778947.1552
MEM 1366.085938 1730778947.2555
MEM 1366.601562 1730778947.3560
MEM 1367.117188 1730778947.4563
MEM 1367.890625 1730778947.5567
MEM 1368.406250 1730778947.6571
MEM 1368.921875 1730778947.7576
MEM 1369.179688 1730778947.8579
MEM 1369.953125 1730778947.9582
MEM 1369.953125 1730778948.0586
MEM 1370.726562 1730778948.1589
MEM 1371.242188 1730778948.2592
MEM 1371.757812 1730778948.3598
MEM 1372.273438 1730778948.4601
MEM 1373.046875 1730778948.5604
MEM 1373.562500 1730778948.6609
MEM 1374.593750 1730778948.7613
MEM 1375.109375 1730778948.8616
MEM 1375.625000 1730778948.9619
MEM 1376.398438 1730778949.0623
MEM 1377.171875 1730778949.1626
MEM 1377.687500 1730778949.2629
MEM 1378.203125 1730778949.3634
MEM 1378.718750 1730778949.4639
MEM 1378.976562 1730778949.5642
MEM 1379.750000 1730778949.6646
MEM 1380.523438 1730778949.7649
MEM 1381.039062 1730778949.8653
MEM 1381.296875 1730778949.9657
MEM 1382.070312 1730778950.0660
MEM 1383.101562 1730778950.1663
MEM 1383.617188 1730778950.2667
MEM 1384.390625 1730778950.3670
MEM 1384.390625 1730778950.4676
MEM 1385.164062 1730778950.5680
MEM 1385.421875 1730778950.6683
MEM 1385.679688 1730778950.7687
MEM 1385.937500 1730778950.8691
MEM 1386.453125 1730778950.9695
MEM 1387.226562 1730778951.0701
MEM 1388.000000 1730778951.1704
MEM 1388.515625 1730778951.2707
MEM 1389.031250 1730778951.3712
MEM 1389.546875 1730778951.4717
MEM 1389.804688 1730778951.5721
MEM 1390.578125 1730778951.6726
MEM 1391.093750 1730778951.7730
MEM 1391.609375 1730778951.8733
MEM 1391.867188 1730778951.9736
MEM 1392.382812 1730778952.0741
MEM 1393.156250 1730778952.1744
MEM 1393.671875 1730778952.2748
MEM 1394.445312 1730778952.3753
MEM 1395.218750 1730778952.4759
MEM 1395.734375 1730778952.5762
MEM 1395.734375 1730778952.6767
MEM 1395.734375 1730778952.7773
MEM 1396.507812 1730778952.8777
MEM 1396.507812 1730778952.9781
MEM 1397.281250 1730778953.0786
MEM 1398.054688 1730778953.1789
MEM 1398.312500 1730778953.2794
MEM 1398.570312 1730778953.3798
MEM 1399.343750 1730778953.4802
MEM 1400.117188 1730778953.5807
MEM 1400.375000 1730778953.6812
MEM 1400.632812 1730778953.7815
MEM 1401.664062 1730778953.8818
MEM 1402.179688 1730778953.9822
MEM 1402.953125 1730778954.0827
MEM 1403.726562 1730778954.1830
MEM 1403.984375 1730778954.2835
MEM 1404.242188 1730778954.3838
MEM 1405.015625 1730778954.4844
MEM 1405.531250 1730778954.5847
MEM 1405.789062 1730778954.6851
MEM 1406.304688 1730778954.7856
MEM 1406.820312 1730778954.8861
MEM 1407.335938 1730778954.9866
MEM 1407.851562 1730778955.0871
MEM 1408.367188 1730778955.1876
MEM 1408.367188 1730778955.2880
MEM 1408.882812 1730778955.3884
MEM 1409.398438 1730778955.4887
MEM 1410.171875 1730778955.5890
MEM 1410.429688 1730778955.6895
MEM 1410.945312 1730778955.7898
MEM 1411.718750 1730778955.8902
MEM 1411.976562 1730778955.9905
MEM 1412.492188 1730778956.0909
MEM 1413.007812 1730778956.1913
MEM 1413.265625 1730778956.2916
MEM 1413.781250 1730778956.3920
MEM 1413.781250 1730778956.4923
MEM 1414.296875 1730778956.5927
MEM 1415.070312 1730778956.6932
MEM 1415.070312 1730778956.7936
MEM 1415.585938 1730778956.8941
MEM 1415.843750 1730778956.9945
MEM 1416.617188 1730778957.0950
MEM 1417.390625 1730778957.1954
MEM 1417.390625 1730778957.2959
MEM 1418.679688 1730778957.3963
MEM 1419.453125 1730778957.4967
MEM 1419.968750 1730778957.5971
MEM 1420.226562 1730778957.6975
MEM 1420.742188 1730778957.7980
MEM 1421.773438 1730778957.8984
MEM 1422.031250 1730778957.9988
MEM 1422.804688 1730778958.0994
MEM 1423.062500 1730778958.1997
MEM 1423.578125 1730778958.3000
MEM 1424.093750 1730778958.4004
MEM 1424.867188 1730778958.5007
MEM 1424.867188 1730778958.6010
MEM 1424.867188 1730778958.7015
MEM 1425.382812 1730778958.8019
MEM 1426.156250 1730778958.9024
MEM 1426.671875 1730778959.0028
MEM 1427.445312 1730778959.1033
MEM 1427.960938 1730778959.2037
MEM 1428.218750 1730778959.3040
MEM 1428.734375 1730778959.4046
MEM 1429.250000 1730778959.5049
MEM 1430.281250 1730778959.6055
MEM 1430.539062 1730778959.7058
MEM 1431.054688 1730778959.8062
MEM 1431.312500 1730778959.9065
MEM 1431.828125 1730778960.0070
MEM 1432.343750 1730778960.1073
MEM 1432.859375 1730778960.2077
MEM 1433.890625 1730778960.3082
MEM 1434.406250 1730778960.4086
MEM 1434.664062 1730778960.5090
MEM 1435.437500 1730778960.6093
MEM 1435.695312 1730778960.7096
MEM 1435.953125 1730778960.8102
MEM 1436.468750 1730778960.9106
MEM 1436.468750 1730778961.0109
MEM 1436.984375 1730778961.1114
MEM 1437.242188 1730778961.2120
MEM 1438.015625 1730778961.3124
MEM 1438.789062 1730778961.4128
MEM 1439.046875 1730778961.5133
MEM 1439.562500 1730778961.6136
MEM 1439.820312 1730778961.7142
MEM 1440.078125 1730778961.8145
MEM 1440.078125 1730778961.9151
MEM 1440.593750 1730778962.0155
MEM 1441.367188 1730778962.1159
MEM 1441.625000 1730778962.2162
MEM 1441.882812 1730778962.3166
MEM 1442.656250 1730778962.4169
MEM 1443.429688 1730778962.5173
MEM 1444.203125 1730778962.6178
MEM 1444.718750 1730778962.7181
MEM 1445.492188 1730778962.8185
MEM 1446.007812 1730778962.9190
MEM 1446.523438 1730778963.0194
MEM 1447.039062 1730778963.1198
MEM 1448.070312 1730778963.2202
MEM 1448.843750 1730778963.3206
MEM 1449.617188 1730778963.4209
MEM 1450.132812 1730778963.5212
MEM 1450.906250 1730778963.6217
MEM 1451.164062 1730778963.7221
MEM 1451.679688 1730778963.8224
MEM 1451.937500 1730778963.9229
MEM 1452.968750 1730778964.0235
MEM 1453.484375 1730778964.1240
MEM 1454.257812 1730778964.2244
MEM 1455.031250 1730778964.3247
MEM 1455.031250 1730778964.4252
MEM 1455.031250 1730778964.5255
MEM 1455.804688 1730778964.6260
MEM 1456.835938 1730778964.7263
MEM 1457.093750 1730778964.8267
MEM 1457.351562 1730778964.9272
MEM 1457.863281 1730778965.0275
MEM 1458.121094 1730778965.1279
MEM 1458.894531 1730778965.2282
MEM 1459.667969 1730778965.3287
MEM 1460.183594 1730778965.4293
MEM 1460.699219 1730778965.5298
MEM 1461.730469 1730778965.6303
MEM 1462.503906 1730778965.7306
MEM 1463.535156 1730778965.8310
MEM 1464.050781 1730778965.9315
MEM 1464.566406 1730778966.0319
MEM 1465.082031 1730778966.1322
MEM 1465.855469 1730778966.2327
MEM 1466.113281 1730778966.3331
MEM 1466.628906 1730778966.4334
MEM 1466.886719 1730778966.5336
MEM 1467.144531 1730778966.6339
MEM 1467.917969 1730778966.7343
MEM 1468.175781 1730778966.8348
MEM 1468.691406 1730778966.9353
MEM 1469.207031 1730778967.0359
MEM 1469.722656 1730778967.1362
MEM 1470.496094 1730778967.2366
MEM 1470.753906 1730778967.3369
MEM 1471.785156 1730778967.4373
MEM 1472.558594 1730778967.5377
MEM 1472.816406 1730778967.6381
MEM 1473.332031 1730778967.7384
MEM 1473.847656 1730778967.8389
MEM 1473.847656 1730778967.9392
MEM 1474.363281 1730778968.0397
MEM 1474.878906 1730778968.1400
MEM 1475.136719 1730778968.2404
MEM 1475.652344 1730778968.3407
MEM 1476.167969 1730778968.4410
MEM 1476.683594 1730778968.5414
MEM 1477.457031 1730778968.6417
MEM 1477.714844 1730778968.7420
MEM 1478.230469 1730778968.8424
MEM 1479.003906 1730778968.9427
MEM 1479.519531 1730778969.0431
MEM 1479.777344 1730778969.1435
MEM 1480.550781 1730778969.2438
MEM 1480.550781 1730778969.3441
MEM 1480.992188 1730778969.4444
MEM 1481.503906 1730778969.5448
MEM 1482.792969 1730778969.6450
MEM 1483.824219 1730778969.7454
MEM 1484.339844 1730778969.8457
MEM 1484.855469 1730778969.9460
MEM 1485.371094 1730778970.0464
MEM 1485.886719 1730778970.1467
MEM 1486.402344 1730778970.2470
MEM 1487.171875 1730778970.3474
MEM 1487.171875 1730778970.4477
MEM 1488.460938 1730778970.5481
MEM 1488.976562 1730778970.6491
MEM 1489.492188 1730778970.7495
MEM 1490.007812 1730778970.8498
MEM 1490.781250 1730778970.9502
MEM 1491.296875 1730778971.0505
MEM 1492.070312 1730778971.1508
MEM 1492.843750 1730778971.2513
MEM 1493.359375 1730778971.3516
MEM 1493.875000 1730778971.4519
MEM 1494.132812 1730778971.5523
MEM 1495.164062 1730778971.6525
MEM 1495.421875 1730778971.7528
MEM 1496.453125 1730778971.8532
MEM 1496.710938 1730778971.9535
MEM 1497.484375 1730778972.0538
MEM 1497.742188 1730778972.1542
MEM 1498.257812 1730778972.2546
MEM 1498.257812 1730778972.3549
MEM 1499.046875 1730778972.4553
MEM 1499.300781 1730778972.5556
MEM 1499.816406 1730778972.6559
MEM 1500.332031 1730778972.7562
MEM 1501.105469 1730778972.8566
MEM 1502.136719 1730778972.9569
MEM 1502.652344 1730778973.0572
MEM 1503.167969 1730778973.1575
MEM 1503.425781 1730778973.2578
MEM 1504.199219 1730778973.3582
MEM 1504.714844 1730778973.4586
MEM 1504.972656 1730778973.5589
MEM 1504.972656 1730778973.6592
MEM 1505.230469 1730778973.7596
MEM 1505.488281 1730778973.8599
MEM 1506.003906 1730778973.9603
MEM 1506.519531 1730778974.0606
MEM 1506.777344 1730778974.1610
MEM 1507.550781 1730778974.2613
MEM 1508.066406 1730778974.3617
MEM 1509.097656 1730778974.4620
MEM 1509.355469 1730778974.5623
MEM 1509.355469 1730778974.6626
MEM 1509.871094 1730778974.7629
MEM 1510.644531 1730778974.8633
MEM 1511.675781 1730778974.9635
MEM 1512.449219 1730778975.0638
MEM 1513.222656 1730778975.1643
MEM 1513.222656 1730778975.2646
MEM 1513.480469 1730778975.3651
MEM 1513.996094 1730778975.4656
MEM 1514.769531 1730778975.5662
MEM 1515.027344 1730778975.6667
MEM 1515.800781 1730778975.7671
MEM 1516.574219 1730778975.8678
MEM 1517.089844 1730778975.9681
MEM 1517.605469 1730778976.0686
MEM 1517.863281 1730778976.1689
MEM 1518.636719 1730778976.2693
MEM 1518.894531 1730778976.3697
MEM 1519.410156 1730778976.4702
MEM 1519.925781 1730778976.5707
MEM 1520.441406 1730778976.6712
MEM 1521.214844 1730778976.7715
MEM 1521.472656 1730778976.8719
MEM 1521.988281 1730778976.9722
MEM 1522.503906 1730778977.0726
MEM 1522.503906 1730778977.1729
MEM 1522.761719 1730778977.2733
MEM 1523.277344 1730778977.3736
MEM 1523.535156 1730778977.4739
MEM 1523.535156 1730778977.5742
MEM 1524.308594 1730778977.6746
MEM 1524.824219 1730778977.7749
MEM 1525.339844 1730778977.8754
MEM 1526.882812 1730778977.9757
MEM 1527.140625 1730778978.0761
MEM 1527.656250 1730778978.1767
MEM 1528.429688 1730778978.2772
MEM 1528.945312 1730778978.3775
MEM 1529.203125 1730778978.4779
MEM 1529.976562 1730778978.5783
MEM 1530.234375 1730778978.6787
MEM 1530.492188 1730778978.7792
MEM 1531.265625 1730778978.8797
MEM 1531.523438 1730778978.9802
MEM 1532.296875 1730778979.0805
MEM 1532.812500 1730778979.1811
MEM 1533.070312 1730778979.2814
MEM 1533.585938 1730778979.3818
MEM 1533.843750 1730778979.4821
MEM 1534.617188 1730778979.5824
MEM 1534.875000 1730778979.6828
MEM 1535.132812 1730778979.7834
MEM 1535.390625 1730778979.8838
MEM 1535.390625 1730778979.9842
MEM 1536.164062 1730778980.0846
MEM 1536.937500 1730778980.1849
MEM 1537.710938 1730778980.2853
MEM 1538.484375 1730778980.3856
MEM 1539.000000 1730778980.4861
MEM 1539.515625 1730778980.5865
MEM 1540.289062 1730778980.6868
MEM 1540.804688 1730778980.7873
MEM 1541.578125 1730778980.8877
MEM 1542.093750 1730778980.9881
MEM 1542.867188 1730778981.0884
MEM 1543.382812 1730778981.1888
MEM 1543.898438 1730778981.2892
MEM 1544.156250 1730778981.3897
MEM 1545.445312 1730778981.4900
MEM 1546.218750 1730778981.5903
MEM 1547.250000 1730778981.6907
MEM 1547.507812 1730778981.7910
MEM 1548.023438 1730778981.8914
MEM 1548.796875 1730778981.9917
MEM 1549.312500 1730778982.0920
MEM 1549.828125 1730778982.1924
MEM 1550.085938 1730778982.2927
MEM 1550.859375 1730778982.3931
MEM 1551.632812 1730778982.4934
MEM 1552.148438 1730778982.5938
MEM 1552.664062 1730778982.6941
MEM 1553.437500 1730778982.7945
MEM 1554.468750 1730778982.8948
MEM 1555.242188 1730778982.9952
MEM 1555.757812 1730778983.0956
MEM 1556.531250 1730778983.1959
MEM 1556.531250 1730778983.2962
MEM 1557.046875 1730778983.3966
MEM 1558.078125 1730778983.4969
MEM 1558.593750 1730778983.5972
MEM 1559.109375 1730778983.6975
MEM 1559.625000 1730778983.7979
MEM 1560.656250 1730778983.8983
MEM 1561.429688 1730778983.9987
MEM 1562.203125 1730778984.0992
MEM 1562.460938 1730778984.1997
MEM 1562.460938 1730778984.3002
MEM 1563.234375 1730778984.4006
MEM 1563.750000 1730778984.5009
MEM 1564.523438 1730778984.6011
MEM 1565.554688 1730778984.7015
MEM 1565.812500 1730778984.8017
MEM 1566.843750 1730778984.9021
MEM 1567.617188 1730778985.0024
MEM 1568.390625 1730778985.1029
MEM 1568.648438 1730778985.2032
MEM 1569.164062 1730778985.3036
MEM 1569.421875 1730778985.4039
MEM 1569.679688 1730778985.5045
MEM 1570.453125 1730778985.6049
MEM 1571.226562 1730778985.7054
MEM 1571.226562 1730778985.8059
MEM 1571.742188 1730778985.9064
MEM 1572.257812 1730778986.0068
MEM 1572.257812 1730778986.1072
MEM 1572.257812 1730778986.2077
MEM 1572.773438 1730778986.3081
MEM 1573.289062 1730778986.4086
MEM 1574.062500 1730778986.5091
MEM 1575.093750 1730778986.6094
MEM 1575.351562 1730778986.7097
MEM 1575.867188 1730778986.8102
MEM 1576.898438 1730778986.9107
MEM 1577.156250 1730778987.0111
MEM 1578.187500 1730778987.1114
MEM 1578.960938 1730778987.2117
MEM 1579.218750 1730778987.3121
MEM 1579.992188 1730778987.4127
MEM 1580.250000 1730778987.5132
MEM 1580.250000 1730778987.6138
MEM 1581.023438 1730778987.7141
MEM 1581.796875 1730778987.8146
MEM 1582.570312 1730778987.9149
MEM 1583.601562 1730778988.0154
MEM 1584.375000 1730778988.1157
MEM 1584.632812 1730778988.2162
MEM 1584.632812 1730778988.3167
MEM 1585.406250 1730778988.4170
MEM 1585.664062 1730778988.5174
MEM 1586.437500 1730778988.6178
MEM 1586.695312 1730778988.7181
MEM 1587.984375 1730778988.8184
MEM 1588.500000 1730778988.9188
MEM 1589.273438 1730778989.0193
MEM 1590.046875 1730778989.1198
MEM 1590.562500 1730778989.2201
MEM 1590.820312 1730778989.3206
MEM 1591.078125 1730778989.4209
MEM 1592.109375 1730778989.5213
MEM 1592.625000 1730778989.6217
MEM 1593.140625 1730778989.7221
MEM 1593.398438 1730778989.8224
MEM 1593.656250 1730778989.9227
MEM 1594.171875 1730778990.0233
MEM 1594.429688 1730778990.1238
MEM 1594.945312 1730778990.2242
MEM 1595.718750 1730778990.3247
MEM 1596.492188 1730778990.4253
MEM 1596.750000 1730778990.5257
MEM 1597.523438 1730778990.6262
MEM 1598.296875 1730778990.7266
MEM 1598.812500 1730778990.8269
MEM 1599.328125 1730778990.9272
MEM 1600.101562 1730778991.0275
MEM 1600.875000 1730778991.1277
MEM 1601.132812 1730778991.2280
MEM 1601.648438 1730778991.3285
MEM 1602.421875 1730778991.4287
MEM 1603.195312 1730778991.5291
MEM 1603.195312 1730778991.6294
MEM 1603.968750 1730778991.7298
MEM 1604.226562 1730778991.8301
MEM 1604.742188 1730778991.9305
MEM 1605.515625 1730778992.0309
MEM 1605.773438 1730778992.1312
MEM 1606.289062 1730778992.2315
MEM 1606.804688 1730778992.3319
MEM 1607.578125 1730778992.4322
MEM 1608.609375 1730778992.5325
MEM 1608.867188 1730778992.6329
MEM 1609.382812 1730778992.7332
MEM 1609.898438 1730778992.8335
MEM 1609.898438 1730778992.9338
MEM 1610.414062 1730778993.0343
MEM 1611.187500 1730778993.1347
MEM 1611.703125 1730778993.2352
MEM 1612.218750 1730778993.3356
MEM 1612.734375 1730778993.4359
MEM 1613.250000 1730778993.5362
MEM 1613.765625 1730778993.6365
MEM 1614.796875 1730778993.7368
MEM 1615.054688 1730778993.8373
MEM 1615.054688 1730778993.9376
MEM 1615.570312 1730778994.0379
MEM 1615.570312 1730778994.1382
MEM 1616.601562 1730778994.2387
MEM 1617.117188 1730778994.3391
MEM 1617.890625 1730778994.4394
MEM 1618.148438 1730778994.5398
MEM 1618.406250 1730778994.6401
MEM 1618.921875 1730778994.7405
MEM 1619.953125 1730778994.8408
MEM 1619.953125 1730778994.9411
MEM 1620.468750 1730778995.0414
MEM 1620.984375 1730778995.1418
MEM 1621.500000 1730778995.2422
MEM 1622.015625 1730778995.3426
MEM 1622.527344 1730778995.4429
MEM 1623.300781 1730778995.5431
MEM 1623.816406 1730778995.6434
MEM 1624.332031 1730778995.7437
MEM 1624.847656 1730778995.8441
MEM 1625.105469 1730778995.9444
MEM 1625.621094 1730778996.0447
MEM 1626.136719 1730778996.1449
MEM 1626.394531 1730778996.2452
MEM 1627.167969 1730778996.3455
MEM 1628.199219 1730778996.4458
MEM 1628.199219 1730778996.5460
MEM 1628.714844 1730778996.6463
MEM 1629.230469 1730778996.7466
MEM 1629.746094 1730778996.8468
MEM 1630.003906 1730778996.9471
MEM 1630.261719 1730778997.0475
MEM 1630.777344 1730778997.1477
MEM 1631.292969 1730778997.2480
MEM 1631.550781 1730778997.3483
MEM 1632.324219 1730778997.4485
MEM 1632.839844 1730778997.5488
MEM 1633.097656 1730778997.6490
MEM 1633.613281 1730778997.7493
MEM 1633.871094 1730778997.8496
MEM 1635.160156 1730778997.9498
MEM 1635.417969 1730778998.0501
MEM 1635.933594 1730778998.1504
MEM 1636.707031 1730778998.2507
MEM 1637.480469 1730778998.3510
MEM 1638.769531 1730778998.4512
MEM 1639.800781 1730778998.5516
MEM 1641.089844 1730778998.6518
MEM 1641.347656 1730778998.7522
MEM 1642.121094 1730778998.8527
MEM 1643.152344 1730778998.9530
MEM 1643.410156 1730778999.0533
MEM 1644.441406 1730778999.1538
MEM 1645.214844 1730778999.2542
MEM 1645.988281 1730778999.3548
MEM 1647.277344 1730778999.4550
MEM 1647.535156 1730778999.5553
MEM 1647.792969 1730778999.6557
MEM 1648.824219 1730778999.7560
MEM 1649.339844 1730778999.8563
MEM 1649.597656 1730778999.9566
MEM 1650.628906 1730779000.0570
MEM 1651.144531 1730779000.1575
MEM 1651.656250 1730779000.2581
MEM 1651.914062 1730779000.3584
MEM 1652.687500 1730779000.4587
MEM 1653.460938 1730779000.5592
MEM 1653.976562 1730779000.6595
MEM 1654.750000 1730779000.7599
MEM 1655.523438 1730779000.8602
MEM 1656.554688 1730779000.9605
MEM 1657.328125 1730779001.0608
MEM 1657.585938 1730779001.1610
MEM 1658.101562 1730779001.2614
MEM 1658.875000 1730779001.3618
MEM 1659.390625 1730779001.4621
MEM 1659.648438 1730779001.5626
MEM 1660.679688 1730779001.6630
MEM 1660.937500 1730779001.7634
