1	0.971544
1	0.999732
1	0.000528
1	0.999045
1	0.998826
1	0.890387
1	0.402467
1	0.912284
1	0.779425
1	0.029181
1	0.000801
1	0.998328
1	0.961579
1	0.749704
1	0.840474
1	0.994712
1	0.998575
1	0.996323
1	0.999830
1	0.999877
1	0.943676
1	0.995222
1	0.000213
1	0.998195
1	0.985784
1	0.999901
1	0.999764
1	0.271697
1	0.997281
1	0.993367
1	0.992209
1	0.999574
1	0.996153
1	0.001325
1	0.999773
1	0.013253
1	0.129553
1	0.067693
1	0.999838
1	0.999831
1	0.998696
1	0.999861
1	0.875238
1	0.960006
1	0.999586
1	0.999288
1	0.998274
1	0.249892
1	0.999945
1	0.999867
1	0.940696
1	0.028988
1	0.008567
1	0.915680
1	0.999871
1	0.999854
1	0.996030
1	0.688952
1	0.903177
1	0.748053
1	0.018843
1	0.998230
1	0.847983
1	0.000666
1	0.022836
1	0.999936
1	0.899120
1	0.926628
1	0.998328
1	0.997140
1	0.999621
1	0.999742
1	0.998575
1	0.104858
1	0.980758
1	0.158921
1	0.999455
1	0.996156
1	0.966469
1	0.999595
1	0.969709
1	0.915680
1	0.158073
1	0.996355
1	0.992323
1	0.998546
1	0.999533
1	0.998674
1	0.990172
1	0.995581
1	0.096934
1	0.158273
1	0.748923
1	0.999736
1	0.063745
1	0.998512
1	0.999929
1	0.045689
1	0.981712
1	0.999263
1	0.142190
1	0.537689
1	0.038524
1	0.991270
1	0.999182
1	0.988414
1	0.993855
1	0.998580
1	0.999528
1	0.724928
1	0.001158
1	0.998292
1	0.991180
1	0.966041
1	0.999908
1	0.973837
1	0.992058
1	0.661759
1	0.978691
1	0.998875
1	0.978442
1	0.999474
1	0.965401
1	0.999812
1	0.000786
1	0.307948
1	0.070692
1	0.980622
1	0.997523
1	0.998826
1	0.998308
1	0.951223
1	0.999738
1	0.624510
1	0.937832
1	0.999934
1	0.025677
1	0.999045
1	0.999737
1	0.999779
1	0.988295
1	0.999617
1	0.542821
1	0.999732
1	0.000528
1	0.999045
1	0.826803
1	0.998826
1	0.998965
1	0.912284
1	0.994788
1	0.529698
1	0.008406
1	0.998328
1	0.961579
1	0.869722
1	0.840474
1	0.389927
1	0.998575
1	0.999005
1	0.999877
1	0.888396
1	0.999830
1	0.995222
1	0.041004
1	0.000713
1	0.910883
1	0.992939
1	0.999764
1	0.271697
1	0.880267
1	0.036502
1	0.992209
1	0.998458
1	0.999718
1	0.943661
1	0.999773
1	0.751929
1	0.989409
1	0.067693
1	0.021729
1	0.999824
1	0.998696
1	0.999861
1	0.875238
1	0.032097
1	0.999582
1	0.999518
1	0.205046
1	0.249892
1	0.999858
1	0.999704
1	0.940696
1	0.065800
1	0.008567
1	0.915680
1	0.304636
1	0.994189
1	0.976694
1	0.996030
1	0.748053
1	0.903177
1	0.997796
1	0.998230
1	0.847983
1	0.009424
1	0.999799
1	0.022836
1	0.899120
1	0.966805
1	0.998328
1	0.997140
1	0.999667
1	0.999742
1	0.998575
1	0.104858
1	0.917513
1	0.158921
1	0.999455
1	0.995180
1	0.966469
1	0.999595
1	0.969709
1	0.915680
1	0.158073
1	0.843977
1	0.992323
1	0.737556
1	0.893955
1	0.998674
1	0.990172
1	0.277310
1	0.880066
1	0.158273
1	0.971469
1	0.063745
1	0.875195
1	0.998512
1	0.045689
1	0.999929
1	0.981712
1	0.999263
1	0.142190
1	0.537689
1	0.938070
1	0.973649
1	0.999182
1	0.988414
1	0.999558
1	0.998580
1	0.999779
1	0.724928
1	0.001158
1	0.998292
1	0.990678
1	0.998493
1	0.998164
1	0.973837
1	0.992058
1	0.286191
1	0.978691
