Threshold	Specificity
0.999945	1.0
0.999936	1.0
0.999934	1.0
0.999929	1.0
0.999908	1.0
0.999903	1.0
0.999901	1.0
0.999877	1.0
0.999871	1.0
0.999867	1.0
0.999861	1.0
0.999858	1.0
0.999854	1.0
0.999838	1.0
0.999831	1.0
0.99983	1.0
0.999824	1.0
0.999812	1.0
0.999799	1.0
0.999779	1.0
0.999773	1.0
0.999764	1.0
0.999742	1.0
0.999738	1.0
0.999737	1.0
0.999736	1.0
0.999732	1.0
0.999718	1.0
0.999704	1.0
0.999682	1.0
0.999667	1.0
0.999621	1.0
0.999617	1.0
0.999595	1.0
0.999586	1.0
0.999582	1.0
0.999574	1.0
0.999558	1.0
0.999533	1.0
0.999528	1.0
0.999518	1.0
0.999497	1.0
0.999474	1.0
0.999455	1.0
0.999288	1.0
0.999263	1.0
0.999182	1.0
0.999045	1.0
0.999005	1.0
0.998965	1.0
0.998875	1.0
0.998826	1.0
0.998696	1.0
0.998674	1.0
0.99858	1.0
0.998575	1.0
0.998546	1.0
0.998512	1.0
0.998493	1.0
0.998458	1.0
0.998451	0.9979044425817267
0.998328	0.9958088851634534
0.998308	0.9937133277451802
0.998292	0.991617770326907
0.998274	0.9895222129086337
0.99823	0.9874266554903605
0.998195	0.9853310980720872
0.998164	0.9832355406538139
0.997796	0.9811399832355406
0.997523	0.9790444258172674
0.997281	0.9769488683989941
0.99714	0.9748533109807209
0.996355	0.9727577535624476
0.996323	0.9706621961441744
0.996156	0.9685666387259011
0.996153	0.9664710813076278
0.99603	0.9643755238893545
0.995581	0.9622799664710813
0.995222	0.960184409052808
0.99518	0.9580888516345348
0.994788	0.9559932942162616
0.994712	0.9538977367979883
0.994189	0.951802179379715
0.993855	0.9497066219614417
0.993367	0.9476110645431685
0.992939	0.9455155071248952
0.992323	0.9434199497066219
0.992209	0.9413243922883487
0.992058	0.9392288348700755
0.99127	0.9371332774518022
0.99118	0.9350377200335289
0.990678	0.9329421626152556
0.990172	0.9308466051969824
