Threshold	Specificity
0.999989	1.0
0.999982	1.0
0.999964	1.0
0.999963	1.0
0.999954	1.0
0.999952	1.0
0.999942	1.0
0.999939	1.0
0.999938	1.0
0.999925	1.0
0.999921	1.0
0.999917	1.0
0.999913	1.0
0.99991	1.0
0.999902	1.0
0.999901	1.0
0.9999	1.0
0.999877	1.0
0.999873	1.0
0.999872	1.0
0.999868	1.0
0.999859	1.0
0.999856	1.0
0.999847	1.0
0.999841	1.0
0.999839	1.0
0.999821	1.0
0.999784	1.0
0.999772	1.0
0.999717	1.0
0.999698	1.0
0.999692	1.0
0.999677	1.0
0.999665	1.0
0.999664	1.0
0.999647	1.0
0.999619	1.0
0.999517	1.0
0.999512	1.0
0.999469	1.0
0.999378	1.0
0.99937	1.0
0.99933	1.0
0.999328	1.0
0.999326	1.0
0.999303	1.0
0.999248	1.0
0.999171	1.0
0.999164	1.0
0.999155	1.0
0.999131	1.0
0.999104	1.0
0.999092	1.0
0.999079	1.0
0.999071	1.0
0.999067	1.0
0.99906	1.0
0.999044	1.0
0.999034	1.0
0.999008	1.0
0.998991	1.0
0.998955	1.0
0.998911	1.0
0.998812	1.0
0.998652	1.0
0.998566	1.0
0.998538	1.0
0.998371	1.0
0.997848	1.0
0.99747	1.0
0.997432	1.0
0.997181	1.0
0.996867	0.9980720871751886
0.996706	0.9943000838222967
0.996697	0.9905280804694049
0.996608	0.986756077116513
0.996389	0.9829840737636211
0.996008	0.9792120704107292
0.995948	0.9754400670578374
0.995749	0.9716680637049455
0.995673	0.9659681475272422
0.995414	0.960268231349539
0.995319	0.9545683151718357
0.995103	0.9488683989941324
0.99509	0.9431684828164292
0.994904	0.9374685666387259
0.994579	0.9317686504610226
0.994467	0.9260687342833194
0.994226	0.9203688181056161
0.994032	0.9146689019279128
0.993165	0.9089689857502096
0.993054	0.9032690695725063
0.99303	0.8956412405699916
0.992677	0.8880134115674769
0.992444	0.8803855825649622
0.992304	0.8727577535624476
0.992081	0.865129924559933
0.99134	0.8575020955574183
0.991227	0.8498742665549036
0.990995	0.8422464375523889
0.990674	0.8346186085498742
0.990553	0.8269907795473596
0.989379	0.8174350377200336
0.988565	0.8078792958927075
0.987826	0.7983235540653814
0.987198	0.786839899413244
0.986852	0.7753562447611064
0.984644	0.763872590108969
0.9835	0.7523889354568315
0.982982	0.7409052808046941
0.982519	0.7294216261525566
0.981892	0.7179379715004192
0.981793	0.7064543168482816
0.981455	0.6949706621961442
0.981375	0.6834870075440067
0.97904	0.6720033528918692
0.978284	0.6586756077116513
0.977785	0.643419949706622
0.975834	0.6281642917015926
0.974156	0.6129086336965632
0.973527	0.597652975691534
0.973375	0.5823973176865046
0.972871	0.5652137468566639
0.970317	0.5480301760268231
0.96861	0.528918692372171
0.968543	0.5079631181894384
0.953138	0.48700754400670576
0.952941	0.4660519698239732
0.94941	0.4450963956412406
0.947605	0.42414082145850796
0.945753	0.4013411567476949
0.943074	0.3785414920368818
0.941396	0.35574182732606874
0.936123	0.33294216261525567
0.935066	0.3101424979044426
0.93164	0.2854149203688181
0.931393	0.25875943000838225
0.927647	0.23017602682313495
0.922708	0.1997485331098072
0.918699	0.16932103939647947
0.918627	0.13696563285834032
0.907256	0.10268231349538977
0.905131	0.06839899413243923
0.90097	0.03218776194467728
0.897367	-0.0059513830678960605
0.890919	-0.045934618608549874
0.881333	-0.08776194467728415
0.877662	-0.13151718357082984
0.869194	-0.17711651299245598
0.863582	-0.22455993294216262
0.854018	-0.27393126571668064
0.845036	-0.3251466890192791
