CMDLINE python caphv_timespaceanalysis.py
MEM 109.269531 1730101704.1210
MEM 109.269531 1730101704.2214
MEM 109.269531 1730101704.3218
MEM 109.269531 1730101704.4222
MEM 109.269531 1730101704.5226
MEM 109.269531 1730101704.6230
MEM 109.269531 1730101704.7235
MEM 109.269531 1730101704.8239
MEM 109.269531 1730101704.9243
MEM 109.269531 1730101705.0247
MEM 109.269531 1730101705.1251
MEM 109.269531 1730101705.2255
MEM 109.269531 1730101705.3259
MEM 109.269531 1730101705.4263
MEM 109.269531 1730101705.5267
MEM 109.269531 1730101705.6271
MEM 109.269531 1730101705.7275
MEM 109.269531 1730101705.8279
MEM 109.269531 1730101705.9283
MEM 109.269531 1730101706.0288
MEM 109.269531 1730101706.1292
MEM 109.269531 1730101706.2296
MEM 109.269531 1730101706.3301
MEM 109.269531 1730101706.4305
MEM 109.269531 1730101706.5309
MEM 109.269531 1730101706.6313
MEM 109.269531 1730101706.7317
MEM 109.269531 1730101706.8321
MEM 109.269531 1730101706.9325
MEM 109.269531 1730101707.0329
MEM 109.269531 1730101707.1333
MEM 109.269531 1730101707.2337
MEM 109.269531 1730101707.3341
MEM 109.269531 1730101707.4345
MEM 109.269531 1730101707.5349
MEM 109.269531 1730101707.6353
MEM 109.269531 1730101707.7357
MEM 109.269531 1730101707.8361
MEM 109.269531 1730101707.9365
MEM 109.269531 1730101708.0369
MEM 109.269531 1730101708.1373
MEM 109.269531 1730101708.2377
MEM 109.269531 1730101708.3381
MEM 109.269531 1730101708.4385
MEM 109.269531 1730101708.5390
MEM 109.269531 1730101708.6394
MEM 109.269531 1730101708.7398
MEM 109.269531 1730101708.8402
MEM 109.269531 1730101708.9406
MEM 109.269531 1730101709.0410
MEM 109.269531 1730101709.1414
MEM 109.269531 1730101709.2418
MEM 109.269531 1730101709.3422
MEM 109.269531 1730101709.4426
MEM 109.269531 1730101709.5430
MEM 109.269531 1730101709.6434
MEM 109.269531 1730101709.7439
MEM 109.269531 1730101709.8443
MEM 109.269531 1730101709.9447
MEM 109.269531 1730101710.0451
MEM 109.269531 1730101710.1455
MEM 109.269531 1730101710.2459
MEM 109.269531 1730101710.3463
MEM 109.269531 1730101710.4467
MEM 109.269531 1730101710.5471
MEM 109.269531 1730101710.6475
MEM 109.269531 1730101710.7479
MEM 109.269531 1730101710.8483
MEM 109.269531 1730101710.9487
MEM 109.269531 1730101711.0492
MEM 109.269531 1730101711.1496
MEM 109.269531 1730101711.2500
MEM 109.269531 1730101711.3504
MEM 109.269531 1730101711.4508
MEM 109.269531 1730101711.5512
MEM 109.269531 1730101711.6516
MEM 109.269531 1730101711.7520
MEM 109.269531 1730101711.8524
MEM 109.269531 1730101711.9528
MEM 109.269531 1730101712.0533
MEM 109.269531 1730101712.1537
MEM 109.269531 1730101712.2541
MEM 109.269531 1730101712.3545
MEM 109.269531 1730101712.4549
MEM 109.269531 1730101712.5553
MEM 109.269531 1730101712.6557
MEM 109.269531 1730101712.7561
MEM 109.269531 1730101712.8565
MEM 109.269531 1730101712.9569
MEM 109.269531 1730101713.0573
MEM 109.269531 1730101713.1577
MEM 109.269531 1730101713.2581
MEM 109.269531 1730101713.3585
MEM 109.269531 1730101713.4589
MEM 109.269531 1730101713.5593
MEM 109.269531 1730101713.6597
MEM 109.269531 1730101713.7602
MEM 109.269531 1730101713.8606
MEM 109.269531 1730101713.9610
MEM 109.269531 1730101714.0614
MEM 109.269531 1730101714.1618
MEM 109.269531 1730101714.2622
MEM 109.269531 1730101714.3626
MEM 109.269531 1730101714.4630
MEM 109.269531 1730101714.5634
MEM 109.269531 1730101714.6638
MEM 109.269531 1730101714.7642
MEM 109.269531 1730101714.8646
MEM 109.269531 1730101714.9650
MEM 109.269531 1730101715.0655
MEM 109.269531 1730101715.1659
MEM 109.269531 1730101715.2663
MEM 109.269531 1730101715.3667
MEM 109.269531 1730101715.4671
MEM 109.269531 1730101715.5675
MEM 109.269531 1730101715.6679
MEM 109.269531 1730101715.7683
MEM 109.269531 1730101715.8687
MEM 109.269531 1730101715.9691
MEM 109.269531 1730101716.0695
MEM 109.269531 1730101716.1699
MEM 109.269531 1730101716.2704
MEM 109.269531 1730101716.3708
MEM 109.269531 1730101716.4712
MEM 109.269531 1730101716.5716
MEM 109.269531 1730101716.6720
MEM 109.269531 1730101716.7724
MEM 109.269531 1730101716.8729
MEM 109.269531 1730101716.9734
MEM 109.269531 1730101717.0740
MEM 109.269531 1730101717.1746
MEM 109.269531 1730101717.2757
MEM 109.269531 1730101717.3764
MEM 109.269531 1730101717.4769
MEM 109.269531 1730101717.5774
MEM 109.269531 1730101717.6781
MEM 109.269531 1730101717.7786
MEM 109.269531 1730101717.8790
MEM 109.269531 1730101717.9794
MEM 109.269531 1730101718.0801
MEM 109.269531 1730101718.1805
MEM 109.269531 1730101718.2811
MEM 109.269531 1730101718.3816
MEM 109.269531 1730101718.4823
MEM 109.269531 1730101718.5827
MEM 109.269531 1730101718.6833
MEM 109.269531 1730101718.7840
MEM 109.269531 1730101718.8846
MEM 109.269531 1730101718.9853
MEM 109.269531 1730101719.0857
MEM 109.269531 1730101719.1863
MEM 109.269531 1730101719.2868
MEM 109.269531 1730101719.3873
MEM 109.269531 1730101719.4877
MEM 109.269531 1730101719.5882
MEM 109.269531 1730101719.6889
MEM 109.269531 1730101719.7893
MEM 109.269531 1730101719.8900
MEM 109.269531 1730101719.9908
MEM 109.269531 1730101720.0916
MEM 109.269531 1730101720.1922
MEM 109.269531 1730101720.2927
MEM 109.269531 1730101720.3931
MEM 109.269531 1730101720.4936
MEM 109.269531 1730101720.5942
MEM 109.269531 1730101720.6949
MEM 109.269531 1730101720.7954
MEM 109.269531 1730101720.8959
MEM 109.269531 1730101720.9965
MEM 109.269531 1730101721.0971
MEM 109.269531 1730101721.1985
MEM 109.269531 1730101721.2991
MEM 109.269531 1730101721.3996
MEM 109.269531 1730101721.5002
MEM 109.269531 1730101721.6007
MEM 109.269531 1730101721.7012
MEM 109.269531 1730101721.8017
MEM 109.269531 1730101721.9022
MEM 109.269531 1730101722.0027
MEM 109.269531 1730101722.1034
MEM 109.269531 1730101722.2040
MEM 109.269531 1730101722.3047
MEM 109.269531 1730101722.4053
MEM 109.269531 1730101722.5059
MEM 109.269531 1730101722.6066
MEM 109.269531 1730101722.7071
MEM 109.269531 1730101722.8076
MEM 109.269531 1730101722.9095
MEM 109.269531 1730101723.0100
MEM 109.269531 1730101723.1106
MEM 109.269531 1730101723.2111
MEM 109.269531 1730101723.3116
MEM 109.269531 1730101723.4120
MEM 109.269531 1730101723.5125
MEM 109.269531 1730101723.6131
MEM 109.269531 1730101723.7137
MEM 109.269531 1730101723.8141
MEM 109.269531 1730101723.9146
MEM 109.269531 1730101724.0152
MEM 109.269531 1730101724.1157
MEM 109.269531 1730101724.2161
MEM 109.269531 1730101724.3167
MEM 109.269531 1730101724.4179
MEM 109.269531 1730101724.5196
MEM 109.269531 1730101724.6202
MEM 109.269531 1730101724.7208
MEM 109.269531 1730101724.8212
MEM 109.269531 1730101724.9218
MEM 109.269531 1730101725.0222
MEM 109.269531 1730101725.1226
MEM 109.269531 1730101725.2232
MEM 109.269531 1730101725.3237
MEM 109.269531 1730101725.4242
MEM 109.269531 1730101725.5247
MEM 109.269531 1730101725.6252
MEM 109.269531 1730101725.7259
MEM 109.269531 1730101725.8266
MEM 109.269531 1730101725.9272
MEM 109.269531 1730101726.0278
MEM 109.269531 1730101726.1284
MEM 109.269531 1730101726.2291
MEM 109.269531 1730101726.3297
MEM 109.269531 1730101726.4303
MEM 109.269531 1730101726.5313
MEM 109.269531 1730101726.6319
MEM 109.269531 1730101726.7324
MEM 109.269531 1730101726.8329
MEM 109.269531 1730101726.9335
MEM 109.269531 1730101727.0341
MEM 109.269531 1730101727.1348
MEM 109.269531 1730101727.2353
MEM 109.269531 1730101727.3359
MEM 109.269531 1730101727.4365
MEM 109.269531 1730101727.5371
MEM 109.269531 1730101727.6376
MEM 109.269531 1730101727.7381
MEM 109.269531 1730101727.8388
MEM 109.269531 1730101727.9395
MEM 109.269531 1730101728.0402
MEM 109.269531 1730101728.1408
MEM 109.269531 1730101728.2415
MEM 109.269531 1730101728.3420
MEM 109.269531 1730101728.4425
MEM 109.269531 1730101728.5430
MEM 109.269531 1730101728.6435
MEM 109.269531 1730101728.7440
MEM 109.269531 1730101728.8445
MEM 109.269531 1730101728.9451
MEM 109.269531 1730101729.0456
MEM 109.269531 1730101729.1462
MEM 109.269531 1730101729.2471
MEM 109.269531 1730101729.3477
MEM 109.269531 1730101729.4486
MEM 109.269531 1730101729.5491
MEM 109.269531 1730101729.6497
MEM 109.269531 1730101729.7502
MEM 109.269531 1730101729.8508
MEM 109.269531 1730101729.9515
MEM 109.269531 1730101730.0520
MEM 109.269531 1730101730.1526
MEM 109.269531 1730101730.2531
MEM 109.269531 1730101730.3536
MEM 109.269531 1730101730.4541
MEM 109.269531 1730101730.5545
MEM 109.269531 1730101730.6552
MEM 109.269531 1730101730.7561
MEM 109.269531 1730101730.8567
MEM 109.269531 1730101730.9575
MEM 109.269531 1730101731.0581
MEM 109.269531 1730101731.1587
MEM 109.269531 1730101731.2593
MEM 109.269531 1730101731.3599
MEM 109.269531 1730101731.4605
MEM 109.269531 1730101731.5611
MEM 109.269531 1730101731.6621
MEM 109.269531 1730101731.7626
MEM 109.269531 1730101731.8631
MEM 109.269531 1730101731.9636
MEM 109.269531 1730101732.0640
MEM 109.269531 1730101732.1645
MEM 109.269531 1730101732.2649
MEM 109.269531 1730101732.3655
MEM 109.269531 1730101732.4661
MEM 109.269531 1730101732.5667
MEM 109.269531 1730101732.6673
MEM 109.269531 1730101732.7678
MEM 109.269531 1730101732.8683
MEM 109.269531 1730101732.9689
MEM 109.269531 1730101733.0694
MEM 109.269531 1730101733.1700
MEM 109.269531 1730101733.2706
MEM 109.269531 1730101733.3712
MEM 109.269531 1730101733.4718
MEM 109.269531 1730101733.5724
MEM 109.269531 1730101733.6729
MEM 109.269531 1730101733.7735
MEM 109.269531 1730101733.8741
MEM 109.269531 1730101733.9746
MEM 109.269531 1730101734.0751
MEM 109.269531 1730101734.1757
MEM 109.269531 1730101734.2762
MEM 109.269531 1730101734.3767
MEM 109.269531 1730101734.4773
MEM 109.269531 1730101734.5779
MEM 109.269531 1730101734.6784
MEM 109.269531 1730101734.7790
MEM 109.269531 1730101734.8796
MEM 109.269531 1730101734.9801
MEM 109.269531 1730101735.0807
MEM 109.269531 1730101735.1813
MEM 109.269531 1730101735.2818
MEM 109.269531 1730101735.3824
MEM 109.269531 1730101735.4830
MEM 109.269531 1730101735.5836
MEM 109.269531 1730101735.6842
MEM 109.269531 1730101735.7848
MEM 109.269531 1730101735.8854
MEM 109.269531 1730101735.9860
MEM 109.269531 1730101736.0865
MEM 109.269531 1730101736.1871
MEM 109.269531 1730101736.2876
MEM 109.269531 1730101736.3882
MEM 109.269531 1730101736.4887
MEM 109.269531 1730101736.5893
MEM 109.269531 1730101736.6899
MEM 109.269531 1730101736.7905
MEM 109.269531 1730101736.8911
MEM 109.269531 1730101736.9917
MEM 109.269531 1730101737.0922
MEM 109.269531 1730101737.1927
MEM 109.269531 1730101737.2933
MEM 109.269531 1730101737.3938
MEM 109.269531 1730101737.4943
MEM 109.269531 1730101737.5949
MEM 109.269531 1730101737.6954
MEM 109.269531 1730101737.7960
MEM 109.269531 1730101737.8965
MEM 109.269531 1730101737.9971
MEM 109.269531 1730101738.0976
MEM 109.269531 1730101738.1982
MEM 109.269531 1730101738.2988
MEM 109.269531 1730101738.3994
MEM 109.269531 1730101738.4999
MEM 109.269531 1730101738.6004
MEM 109.269531 1730101738.7010
MEM 109.269531 1730101738.8016
MEM 109.269531 1730101738.9021
MEM 109.269531 1730101739.0027
MEM 109.269531 1730101739.1033
MEM 109.269531 1730101739.2038
MEM 109.269531 1730101739.3043
MEM 109.269531 1730101739.4049
MEM 109.269531 1730101739.5055
MEM 109.269531 1730101739.6060
MEM 109.269531 1730101739.7066
MEM 109.269531 1730101739.8072
MEM 109.269531 1730101739.9077
MEM 109.269531 1730101740.0083
MEM 109.269531 1730101740.1088
MEM 109.269531 1730101740.2094
MEM 109.269531 1730101740.3100
MEM 109.269531 1730101740.4106
MEM 109.269531 1730101740.5112
MEM 109.269531 1730101740.6118
MEM 109.269531 1730101740.7124
MEM 109.269531 1730101740.8129
MEM 109.269531 1730101740.9135
MEM 109.269531 1730101741.0141
MEM 109.269531 1730101741.1147
MEM 109.269531 1730101741.2152
MEM 109.269531 1730101741.3157
MEM 109.269531 1730101741.4163
MEM 109.269531 1730101741.5169
MEM 109.269531 1730101741.6174
MEM 109.269531 1730101741.7180
MEM 109.269531 1730101741.8185
MEM 109.269531 1730101741.9191
MEM 109.269531 1730101742.0196
MEM 109.269531 1730101742.1202
MEM 109.269531 1730101742.2208
MEM 109.269531 1730101742.3213
MEM 109.269531 1730101742.4219
MEM 109.269531 1730101742.5224
MEM 109.269531 1730101742.6230
MEM 109.269531 1730101742.7236
MEM 109.269531 1730101742.8241
MEM 109.269531 1730101742.9247
MEM 109.269531 1730101743.0252
MEM 109.269531 1730101743.1257
MEM 109.269531 1730101743.2262
MEM 109.269531 1730101743.3268
MEM 109.269531 1730101743.4273
MEM 109.269531 1730101743.5279
MEM 109.269531 1730101743.6284
MEM 109.269531 1730101743.7291
MEM 109.269531 1730101743.8296
MEM 109.269531 1730101743.9301
MEM 109.269531 1730101744.0307
MEM 109.269531 1730101744.1312
MEM 109.269531 1730101744.2318
MEM 109.269531 1730101744.3324
MEM 109.269531 1730101744.4329
MEM 109.269531 1730101744.5334
MEM 109.269531 1730101744.6339
MEM 109.269531 1730101744.7345
MEM 109.269531 1730101744.8352
MEM 109.269531 1730101744.9357
MEM 109.269531 1730101745.0363
MEM 109.269531 1730101745.1368
MEM 109.269531 1730101745.2373
MEM 109.269531 1730101745.3378
MEM 109.269531 1730101745.4383
MEM 109.269531 1730101745.5390
MEM 109.269531 1730101745.6396
MEM 109.269531 1730101745.7402
MEM 109.269531 1730101745.8408
MEM 109.269531 1730101745.9413
MEM 109.269531 1730101746.0419
MEM 109.269531 1730101746.1425
MEM 109.269531 1730101746.2431
MEM 109.269531 1730101746.3437
MEM 109.269531 1730101746.4443
MEM 109.269531 1730101746.5449
MEM 109.269531 1730101746.6455
MEM 109.269531 1730101746.7461
MEM 109.269531 1730101746.8466
MEM 109.269531 1730101746.9472
MEM 109.269531 1730101747.0481
MEM 109.269531 1730101747.1486
MEM 109.269531 1730101747.2491
MEM 109.269531 1730101747.3497
MEM 109.269531 1730101747.4503
MEM 109.269531 1730101747.5509
MEM 109.269531 1730101747.6515
MEM 109.269531 1730101747.7522
MEM 109.269531 1730101747.8527
MEM 109.269531 1730101747.9532
MEM 109.269531 1730101748.0538
MEM 109.269531 1730101748.1545
MEM 109.269531 1730101748.2550
MEM 109.269531 1730101748.3556
MEM 109.269531 1730101748.4562
MEM 109.269531 1730101748.5567
MEM 109.269531 1730101748.6573
MEM 109.269531 1730101748.7579
MEM 109.269531 1730101748.8585
MEM 109.269531 1730101748.9590
MEM 109.269531 1730101749.0596
MEM 109.269531 1730101749.1602
MEM 109.269531 1730101749.2608
MEM 109.269531 1730101749.3614
MEM 109.269531 1730101749.4619
MEM 109.269531 1730101749.5625
MEM 109.269531 1730101749.6631
MEM 109.269531 1730101749.7636
MEM 109.269531 1730101749.8642
MEM 109.269531 1730101749.9648
MEM 109.269531 1730101750.0654
MEM 109.269531 1730101750.1660
MEM 109.269531 1730101750.2666
MEM 109.269531 1730101750.3671
MEM 109.269531 1730101750.4677
MEM 109.269531 1730101750.5683
MEM 109.269531 1730101750.6689
MEM 109.269531 1730101750.7694
MEM 109.269531 1730101750.8700
MEM 109.269531 1730101750.9706
MEM 109.269531 1730101751.0712
MEM 109.269531 1730101751.1718
MEM 109.269531 1730101751.2724
MEM 109.269531 1730101751.3730
MEM 109.269531 1730101751.4735
MEM 109.269531 1730101751.5741
MEM 109.269531 1730101751.6748
MEM 109.269531 1730101751.7756
MEM 109.269531 1730101751.8762
MEM 109.269531 1730101751.9767
MEM 109.269531 1730101752.0773
MEM 109.269531 1730101752.1779
MEM 109.269531 1730101752.2784
MEM 109.269531 1730101752.3790
MEM 109.269531 1730101752.4796
MEM 109.269531 1730101752.5802
MEM 109.269531 1730101752.6808
MEM 109.269531 1730101752.7814
MEM 109.269531 1730101752.8820
MEM 109.269531 1730101752.9825
MEM 109.269531 1730101753.0831
MEM 109.269531 1730101753.1836
MEM 109.269531 1730101753.2842
MEM 109.269531 1730101753.3847
MEM 109.269531 1730101753.4854
MEM 109.269531 1730101753.5859
MEM 109.269531 1730101753.6865
MEM 109.269531 1730101753.7871
MEM 109.269531 1730101753.8878
MEM 109.269531 1730101753.9883
MEM 109.269531 1730101754.0889
MEM 109.269531 1730101754.1895
MEM 109.269531 1730101754.2901
MEM 109.269531 1730101754.3907
MEM 109.269531 1730101754.4912
MEM 109.269531 1730101754.5918
MEM 109.269531 1730101754.6923
MEM 109.269531 1730101754.7929
MEM 109.269531 1730101754.8936
MEM 109.269531 1730101754.9941
MEM 109.269531 1730101755.0947
MEM 109.269531 1730101755.1953
MEM 109.269531 1730101755.2958
MEM 109.269531 1730101755.3964
MEM 109.269531 1730101755.4970
MEM 109.269531 1730101755.5976
MEM 109.269531 1730101755.6982
MEM 109.269531 1730101755.7987
MEM 109.269531 1730101755.8993
MEM 109.269531 1730101755.9998
MEM 109.269531 1730101756.1004
MEM 109.269531 1730101756.2010
MEM 109.269531 1730101756.3016
MEM 109.269531 1730101756.4022
MEM 109.269531 1730101756.5028
MEM 109.269531 1730101756.6034
MEM 109.269531 1730101756.7039
MEM 109.269531 1730101756.8045
MEM 109.269531 1730101756.9051
MEM 109.269531 1730101757.0057
MEM 109.269531 1730101757.1062
MEM 109.269531 1730101757.2067
MEM 109.269531 1730101757.3075
MEM 109.269531 1730101757.4080
MEM 109.269531 1730101757.5086
MEM 109.269531 1730101757.6092
MEM 109.269531 1730101757.7098
MEM 109.269531 1730101757.8104
MEM 109.269531 1730101757.9110
MEM 109.269531 1730101758.0115
MEM 109.269531 1730101758.1121
MEM 109.269531 1730101758.2126
MEM 109.269531 1730101758.3131
MEM 109.269531 1730101758.4137
MEM 109.269531 1730101758.5143
MEM 109.269531 1730101758.6148
MEM 109.269531 1730101758.7154
MEM 109.269531 1730101758.8159
MEM 109.269531 1730101758.9165
MEM 109.269531 1730101759.0171
MEM 109.269531 1730101759.1176
MEM 109.269531 1730101759.2182
MEM 109.269531 1730101759.3187
MEM 109.269531 1730101759.4194
MEM 109.269531 1730101759.5199
MEM 109.269531 1730101759.6205
MEM 109.269531 1730101759.7210
MEM 109.269531 1730101759.8216
MEM 109.269531 1730101759.9221
MEM 109.269531 1730101760.0227
MEM 109.269531 1730101760.1233
MEM 109.269531 1730101760.2238
MEM 109.269531 1730101760.3243
MEM 109.269531 1730101760.4249
MEM 109.269531 1730101760.5255
MEM 109.269531 1730101760.6260
MEM 109.269531 1730101760.7267
MEM 109.269531 1730101760.8273
MEM 109.269531 1730101760.9278
MEM 109.269531 1730101761.0285
MEM 109.269531 1730101761.1290
MEM 109.269531 1730101761.2295
MEM 109.269531 1730101761.3301
MEM 109.269531 1730101761.4307
MEM 109.269531 1730101761.5312
MEM 109.269531 1730101761.6318
MEM 109.269531 1730101761.7324
MEM 109.269531 1730101761.8329
MEM 109.269531 1730101761.9335
MEM 109.269531 1730101762.0340
MEM 109.269531 1730101762.1346
MEM 109.269531 1730101762.2350
MEM 109.269531 1730101762.3355
MEM 109.269531 1730101762.4360
MEM 109.269531 1730101762.5366
MEM 109.269531 1730101762.6370
MEM 109.269531 1730101762.7378
MEM 109.269531 1730101762.8382
MEM 109.269531 1730101762.9386
MEM 109.269531 1730101763.0393
MEM 109.269531 1730101763.1398
MEM 109.269531 1730101763.2404
MEM 109.269531 1730101763.3409
MEM 109.269531 1730101763.4416
MEM 109.269531 1730101763.5421
MEM 109.269531 1730101763.6427
MEM 109.269531 1730101763.7432
MEM 109.269531 1730101763.8438
MEM 109.269531 1730101763.9444
MEM 109.269531 1730101764.0449
MEM 109.269531 1730101764.1454
MEM 109.269531 1730101764.2459
MEM 109.269531 1730101764.3464
MEM 109.269531 1730101764.4470
MEM 109.269531 1730101764.5475
MEM 109.269531 1730101764.6481
MEM 109.269531 1730101764.7486
MEM 109.269531 1730101764.8491
MEM 109.269531 1730101764.9496
MEM 109.269531 1730101765.0501
MEM 109.269531 1730101765.1507
MEM 109.269531 1730101765.2514
MEM 109.269531 1730101765.3519
MEM 109.269531 1730101765.4524
MEM 109.269531 1730101765.5530
MEM 109.269531 1730101765.6536
MEM 109.269531 1730101765.7542
MEM 109.269531 1730101765.8548
MEM 109.269531 1730101765.9552
MEM 109.269531 1730101766.0558
MEM 109.269531 1730101766.1563
MEM 109.269531 1730101766.2569
MEM 109.269531 1730101766.3575
MEM 109.269531 1730101766.4581
MEM 109.269531 1730101766.5586
MEM 109.269531 1730101766.6591
MEM 109.269531 1730101766.7598
MEM 109.269531 1730101766.8604
MEM 109.269531 1730101766.9609
MEM 109.269531 1730101767.0615
MEM 109.269531 1730101767.1620
MEM 109.269531 1730101767.2625
MEM 109.269531 1730101767.3630
MEM 109.269531 1730101767.4636
MEM 109.269531 1730101767.5642
MEM 109.269531 1730101767.6647
MEM 109.269531 1730101767.7653
MEM 109.269531 1730101767.8658
MEM 109.269531 1730101767.9664
MEM 109.269531 1730101768.0669
MEM 109.269531 1730101768.1675
MEM 109.269531 1730101768.2682
MEM 109.269531 1730101768.3686
MEM 109.269531 1730101768.4692
MEM 109.269531 1730101768.5698
MEM 109.269531 1730101768.6703
MEM 109.269531 1730101768.7710
MEM 109.269531 1730101768.8715
MEM 109.269531 1730101768.9721
MEM 109.269531 1730101769.0727
MEM 109.269531 1730101769.1732
MEM 109.269531 1730101769.2738
MEM 109.269531 1730101769.3743
MEM 109.269531 1730101769.4748
MEM 109.269531 1730101769.5755
MEM 109.269531 1730101769.6760
MEM 109.269531 1730101769.7766
MEM 109.269531 1730101769.8771
MEM 109.269531 1730101769.9777
MEM 109.269531 1730101770.0782
MEM 109.269531 1730101770.1788
MEM 109.269531 1730101770.2794
MEM 109.269531 1730101770.3799
MEM 109.269531 1730101770.4805
MEM 109.269531 1730101770.5811
MEM 109.269531 1730101770.6816
MEM 109.269531 1730101770.7822
MEM 109.269531 1730101770.8827
MEM 109.269531 1730101770.9833
MEM 109.269531 1730101771.0839
MEM 109.269531 1730101771.1845
MEM 109.269531 1730101771.2851
MEM 109.269531 1730101771.3856
MEM 109.269531 1730101771.4862
MEM 109.269531 1730101771.5867
MEM 109.269531 1730101771.6873
MEM 109.269531 1730101771.7879
MEM 109.269531 1730101771.8884
MEM 109.269531 1730101771.9890
MEM 109.269531 1730101772.0896
MEM 109.269531 1730101772.1901
MEM 109.269531 1730101772.2907
MEM 109.269531 1730101772.3913
MEM 109.269531 1730101772.4919
MEM 109.269531 1730101772.5925
MEM 109.269531 1730101772.6931
MEM 109.269531 1730101772.7937
MEM 109.269531 1730101772.8942
MEM 109.269531 1730101772.9948
