CMDLINE python caphv_timespaceanalysis.py
MEM 109.058594 1730722944.5663
MEM 109.058594 1730722944.6667
MEM 109.058594 1730722944.7671
MEM 109.058594 1730722944.8675
MEM 109.058594 1730722944.9679
MEM 109.058594 1730722945.0683
MEM 109.058594 1730722945.1687
MEM 109.058594 1730722945.2691
MEM 109.058594 1730722945.3695
MEM 109.058594 1730722945.4699
MEM 109.058594 1730722945.5703
MEM 109.058594 1730722945.6707
MEM 109.058594 1730722945.7712
MEM 109.058594 1730722945.8716
MEM 109.058594 1730722945.9720
MEM 109.058594 1730722946.0724
MEM 109.058594 1730722946.1728
MEM 109.058594 1730722946.2732
MEM 109.058594 1730722946.3735
MEM 109.058594 1730722946.4740
MEM 109.058594 1730722946.5744
MEM 109.058594 1730722946.6748
MEM 109.058594 1730722946.7752
MEM 109.058594 1730722946.8756
MEM 109.058594 1730722946.9760
MEM 109.058594 1730722947.0764
MEM 109.058594 1730722947.1768
MEM 109.058594 1730722947.2772
MEM 109.058594 1730722947.3776
MEM 109.058594 1730722947.4780
MEM 109.058594 1730722947.5784
MEM 109.058594 1730722947.6788
MEM 109.058594 1730722947.7792
MEM 109.058594 1730722947.8796
MEM 109.058594 1730722947.9800
MEM 109.058594 1730722948.0804
MEM 109.058594 1730722948.1808
MEM 109.058594 1730722948.2812
MEM 109.058594 1730722948.3816
MEM 109.058594 1730722948.4820
MEM 109.058594 1730722948.5824
MEM 109.058594 1730722948.6828
MEM 109.058594 1730722948.7832
MEM 109.058594 1730722948.8836
MEM 109.058594 1730722948.9840
MEM 109.058594 1730722949.0844
MEM 109.058594 1730722949.1848
MEM 109.058594 1730722949.2852
MEM 109.058594 1730722949.3856
MEM 109.058594 1730722949.4860
MEM 109.058594 1730722949.5864
MEM 109.058594 1730722949.6868
MEM 109.058594 1730722949.7872
MEM 109.058594 1730722949.8876
MEM 109.058594 1730722949.9880
MEM 109.058594 1730722950.0884
MEM 109.058594 1730722950.1888
MEM 109.058594 1730722950.2892
MEM 109.058594 1730722950.3896
MEM 109.058594 1730722950.4900
MEM 109.058594 1730722950.5904
MEM 109.058594 1730722950.6908
MEM 109.058594 1730722950.7912
MEM 109.058594 1730722950.8916
MEM 109.058594 1730722950.9920
MEM 109.058594 1730722951.0924
MEM 109.058594 1730722951.1928
MEM 109.058594 1730722951.2932
MEM 109.058594 1730722951.3936
MEM 109.058594 1730722951.4940
MEM 109.058594 1730722951.5944
MEM 109.058594 1730722951.6948
MEM 109.058594 1730722951.7952
MEM 109.058594 1730722951.8956
MEM 109.058594 1730722951.9960
MEM 109.058594 1730722952.0964
MEM 109.058594 1730722952.1968
MEM 109.058594 1730722952.2972
MEM 109.058594 1730722952.3976
MEM 109.058594 1730722952.4980
MEM 109.058594 1730722952.5984
MEM 109.058594 1730722952.6988
MEM 109.058594 1730722952.7992
MEM 109.058594 1730722952.8996
MEM 109.058594 1730722953.0000
MEM 109.058594 1730722953.1004
MEM 109.058594 1730722953.2008
MEM 109.058594 1730722953.3012
MEM 109.058594 1730722953.4016
MEM 109.058594 1730722953.5020
MEM 109.058594 1730722953.6024
MEM 109.058594 1730722953.7028
MEM 109.058594 1730722953.8032
MEM 109.058594 1730722953.9036
MEM 109.058594 1730722954.0040
MEM 109.058594 1730722954.1044
MEM 109.058594 1730722954.2048
MEM 109.058594 1730722954.3052
MEM 109.058594 1730722954.4056
MEM 109.058594 1730722954.5060
MEM 109.058594 1730722954.6064
MEM 109.058594 1730722954.7068
MEM 109.058594 1730722954.8072
MEM 109.058594 1730722954.9076
MEM 109.058594 1730722955.0080
MEM 109.058594 1730722955.1084
MEM 109.058594 1730722955.2088
MEM 109.058594 1730722955.3092
MEM 109.058594 1730722955.4096
MEM 109.058594 1730722955.5100
MEM 109.058594 1730722955.6104
MEM 109.058594 1730722955.7108
MEM 109.058594 1730722955.8112
MEM 109.058594 1730722955.9116
MEM 109.058594 1730722956.0120
MEM 109.058594 1730722956.1124
MEM 109.058594 1730722956.2128
MEM 109.058594 1730722956.3132
MEM 109.058594 1730722956.4136
MEM 109.058594 1730722956.5140
MEM 109.058594 1730722956.6144
MEM 109.058594 1730722956.7148
MEM 109.058594 1730722956.8152
MEM 109.058594 1730722956.9156
MEM 109.058594 1730722957.0160
MEM 109.058594 1730722957.1164
MEM 109.058594 1730722957.2168
MEM 109.058594 1730722957.3172
MEM 109.058594 1730722957.4176
MEM 109.058594 1730722957.5180
MEM 109.058594 1730722957.6184
MEM 109.058594 1730722957.7188
MEM 109.058594 1730722957.8192
MEM 109.058594 1730722957.9196
MEM 109.058594 1730722958.0200
MEM 109.058594 1730722958.1204
MEM 109.058594 1730722958.2208
MEM 109.058594 1730722958.3212
MEM 109.058594 1730722958.4216
MEM 109.058594 1730722958.5220
MEM 109.058594 1730722958.6224
MEM 109.058594 1730722958.7228
MEM 109.058594 1730722958.8232
MEM 109.058594 1730722958.9236
MEM 109.058594 1730722959.0240
MEM 109.058594 1730722959.1244
MEM 109.058594 1730722959.2248
MEM 109.058594 1730722959.3252
MEM 109.058594 1730722959.4256
MEM 109.058594 1730722959.5260
MEM 109.058594 1730722959.6264
MEM 109.058594 1730722959.7268
MEM 109.058594 1730722959.8272
MEM 109.058594 1730722959.9276
MEM 109.058594 1730722960.0280
MEM 109.058594 1730722960.1284
MEM 109.058594 1730722960.2287
MEM 109.058594 1730722960.3291
MEM 109.058594 1730722960.4295
MEM 109.058594 1730722960.5299
MEM 109.058594 1730722960.6303
MEM 109.058594 1730722960.7307
MEM 109.058594 1730722960.8311
MEM 109.058594 1730722960.9315
MEM 109.058594 1730722961.0319
MEM 109.058594 1730722961.1323
MEM 109.058594 1730722961.2327
MEM 109.058594 1730722961.3331
MEM 109.058594 1730722961.4335
MEM 109.058594 1730722961.5339
MEM 109.058594 1730722961.6343
MEM 109.058594 1730722961.7347
MEM 109.058594 1730722961.8351
MEM 109.058594 1730722961.9355
MEM 109.058594 1730722962.0360
MEM 109.058594 1730722962.1364
MEM 109.058594 1730722962.2368
MEM 109.058594 1730722962.3372
MEM 109.058594 1730722962.4376
MEM 109.058594 1730722962.5380
MEM 109.058594 1730722962.6384
MEM 109.058594 1730722962.7388
MEM 109.058594 1730722962.8392
MEM 109.058594 1730722962.9396
MEM 109.058594 1730722963.0400
MEM 109.058594 1730722963.1404
MEM 109.058594 1730722963.2408
MEM 109.058594 1730722963.3412
MEM 109.058594 1730722963.4416
MEM 109.058594 1730722963.5420
MEM 109.058594 1730722963.6424
MEM 109.058594 1730722963.7428
MEM 109.058594 1730722963.8432
MEM 109.058594 1730722963.9436
MEM 109.058594 1730722964.0440
MEM 109.058594 1730722964.1444
MEM 109.058594 1730722964.2448
MEM 109.058594 1730722964.3452
MEM 109.058594 1730722964.4456
MEM 109.058594 1730722964.5460
MEM 109.058594 1730722964.6464
MEM 109.058594 1730722964.7468
MEM 109.058594 1730722964.8472
MEM 109.058594 1730722964.9476
MEM 109.058594 1730722965.0480
MEM 109.058594 1730722965.1484
MEM 109.058594 1730722965.2488
MEM 109.058594 1730722965.3492
MEM 109.058594 1730722965.4496
MEM 109.058594 1730722965.5500
MEM 109.058594 1730722965.6504
MEM 109.058594 1730722965.7508
MEM 109.058594 1730722965.8512
MEM 109.058594 1730722965.9516
MEM 109.058594 1730722966.0520
MEM 109.058594 1730722966.1524
MEM 109.058594 1730722966.2528
MEM 109.058594 1730722966.3532
MEM 109.058594 1730722966.4536
MEM 109.058594 1730722966.5540
MEM 109.058594 1730722966.6544
MEM 109.058594 1730722966.7548
MEM 109.058594 1730722966.8552
MEM 109.058594 1730722966.9556
MEM 109.058594 1730722967.0560
MEM 109.058594 1730722967.1564
MEM 109.058594 1730722967.2568
MEM 109.058594 1730722967.3572
MEM 109.058594 1730722967.4576
MEM 109.058594 1730722967.5580
MEM 109.058594 1730722967.6584
MEM 109.058594 1730722967.7588
MEM 109.058594 1730722967.8592
MEM 109.058594 1730722967.9596
MEM 109.058594 1730722968.0600
MEM 109.058594 1730722968.1604
MEM 109.058594 1730722968.2608
MEM 109.058594 1730722968.3612
MEM 109.058594 1730722968.4616
MEM 109.058594 1730722968.5620
MEM 109.058594 1730722968.6624
MEM 109.058594 1730722968.7628
MEM 109.058594 1730722968.8632
MEM 109.058594 1730722968.9636
MEM 109.058594 1730722969.0640
MEM 109.058594 1730722969.1644
MEM 109.058594 1730722969.2648
MEM 109.058594 1730722969.3652
MEM 109.058594 1730722969.4656
MEM 109.058594 1730722969.5660
MEM 109.058594 1730722969.6664
MEM 109.058594 1730722969.7668
MEM 109.058594 1730722969.8672
MEM 109.058594 1730722969.9676
MEM 109.058594 1730722970.0680
MEM 109.058594 1730722970.1684
MEM 109.058594 1730722970.2688
MEM 109.058594 1730722970.3692
MEM 109.058594 1730722970.4696
MEM 109.058594 1730722970.5700
MEM 109.058594 1730722970.6704
MEM 109.058594 1730722970.7708
MEM 109.058594 1730722970.8712
MEM 109.058594 1730722970.9716
MEM 109.058594 1730722971.0720
MEM 109.058594 1730722971.1724
MEM 109.058594 1730722971.2728
MEM 109.058594 1730722971.3732
MEM 109.058594 1730722971.4736
MEM 109.058594 1730722971.5740
MEM 109.058594 1730722971.6744
MEM 109.058594 1730722971.7748
MEM 109.058594 1730722971.8752
MEM 109.058594 1730722971.9756
MEM 109.058594 1730722972.0760
MEM 109.058594 1730722972.1764
MEM 109.058594 1730722972.2768
MEM 109.058594 1730722972.3772
MEM 109.058594 1730722972.4776
MEM 109.058594 1730722972.5780
MEM 109.058594 1730722972.6784
MEM 109.058594 1730722972.7788
MEM 109.058594 1730722972.8792
MEM 109.058594 1730722972.9796
MEM 109.058594 1730722973.0800
MEM 109.058594 1730722973.1804
MEM 109.058594 1730722973.2808
MEM 109.058594 1730722973.3812
MEM 109.058594 1730722973.4816
MEM 109.058594 1730722973.5820
MEM 109.058594 1730722973.6824
MEM 109.058594 1730722973.7828
MEM 109.058594 1730722973.8832
MEM 109.058594 1730722973.9836
MEM 109.058594 1730722974.0840
MEM 109.058594 1730722974.1844
MEM 109.058594 1730722974.2848
MEM 109.058594 1730722974.3852
MEM 109.058594 1730722974.4856
MEM 109.058594 1730722974.5860
MEM 109.058594 1730722974.6864
MEM 109.058594 1730722974.7868
MEM 109.058594 1730722974.8872
MEM 109.058594 1730722974.9876
MEM 109.058594 1730722975.0880
MEM 109.058594 1730722975.1884
MEM 109.058594 1730722975.2888
MEM 109.058594 1730722975.3892
MEM 109.058594 1730722975.4896
MEM 109.058594 1730722975.5900
MEM 109.058594 1730722975.6904
MEM 109.058594 1730722975.7908
MEM 109.058594 1730722975.8912
MEM 109.058594 1730722975.9916
MEM 109.058594 1730722976.0920
MEM 109.058594 1730722976.1924
MEM 109.058594 1730722976.2928
MEM 109.058594 1730722976.3932
MEM 109.058594 1730722976.4936
MEM 109.058594 1730722976.5940
MEM 109.058594 1730722976.6944
MEM 109.058594 1730722976.7948
MEM 109.058594 1730722976.8952
MEM 109.058594 1730722976.9956
MEM 109.058594 1730722977.0960
MEM 109.058594 1730722977.1964
MEM 109.058594 1730722977.2968
MEM 109.058594 1730722977.3972
MEM 109.058594 1730722977.4976
MEM 109.058594 1730722977.5980
MEM 109.058594 1730722977.6984
MEM 109.058594 1730722977.7988
MEM 109.058594 1730722977.8992
MEM 109.058594 1730722977.9996
MEM 109.058594 1730722978.1000
MEM 109.058594 1730722978.2004
MEM 109.058594 1730722978.3008
MEM 109.058594 1730722978.4012
MEM 109.058594 1730722978.5016
MEM 109.058594 1730722978.6020
MEM 109.058594 1730722978.7024
MEM 109.058594 1730722978.8028
MEM 109.058594 1730722978.9032
MEM 109.058594 1730722979.0036
MEM 109.058594 1730722979.1040
MEM 109.058594 1730722979.2044
MEM 109.058594 1730722979.3048
MEM 109.058594 1730722979.4052
MEM 109.058594 1730722979.5056
MEM 109.058594 1730722979.6060
MEM 109.058594 1730722979.7064
MEM 109.058594 1730722979.8068
MEM 109.058594 1730722979.9072
MEM 109.058594 1730722980.0076
MEM 109.058594 1730722980.1080
MEM 109.058594 1730722980.2084
MEM 109.058594 1730722980.3088
MEM 109.058594 1730722980.4092
MEM 109.058594 1730722980.5096
MEM 109.058594 1730722980.6100
MEM 109.058594 1730722980.7104
MEM 109.058594 1730722980.8108
MEM 109.058594 1730722980.9112
MEM 109.058594 1730722981.0116
MEM 109.058594 1730722981.1120
MEM 109.058594 1730722981.2124
MEM 109.058594 1730722981.3128
MEM 109.058594 1730722981.4132
MEM 109.058594 1730722981.5136
MEM 109.058594 1730722981.6140
MEM 109.058594 1730722981.7144
MEM 109.058594 1730722981.8148
MEM 109.058594 1730722981.9152
MEM 109.058594 1730722982.0156
MEM 109.058594 1730722982.1160
MEM 109.058594 1730722982.2164
MEM 109.058594 1730722982.3168
MEM 109.058594 1730722982.4172
MEM 109.058594 1730722982.5176
MEM 109.058594 1730722982.6180
MEM 109.058594 1730722982.7184
MEM 109.058594 1730722982.8188
MEM 109.058594 1730722982.9192
MEM 109.058594 1730722983.0196
MEM 109.058594 1730722983.1200
MEM 109.058594 1730722983.2204
MEM 109.058594 1730722983.3208
MEM 109.058594 1730722983.4212
MEM 109.058594 1730722983.5216
MEM 109.058594 1730722983.6220
MEM 109.058594 1730722983.7224
MEM 109.058594 1730722983.8228
MEM 109.058594 1730722983.9232
MEM 109.058594 1730722984.0236
MEM 109.058594 1730722984.1240
MEM 109.058594 1730722984.2244
MEM 109.058594 1730722984.3248
MEM 109.058594 1730722984.4252
MEM 109.058594 1730722984.5256
MEM 109.058594 1730722984.6260
MEM 109.058594 1730722984.7264
MEM 109.058594 1730722984.8268
MEM 109.058594 1730722984.9272
MEM 109.058594 1730722985.0276
MEM 109.058594 1730722985.1280
MEM 109.058594 1730722985.2284
MEM 109.058594 1730722985.3288
MEM 109.058594 1730722985.4292
MEM 109.058594 1730722985.5296
MEM 109.058594 1730722985.6300
MEM 109.058594 1730722985.7303
MEM 109.058594 1730722985.8307
MEM 109.058594 1730722985.9312
MEM 109.058594 1730722986.0316
MEM 109.058594 1730722986.1320
MEM 109.058594 1730722986.2324
MEM 109.058594 1730722986.3328
MEM 109.058594 1730722986.4332
MEM 109.058594 1730722986.5335
MEM 109.058594 1730722986.6339
MEM 109.058594 1730722986.7343
MEM 109.058594 1730722986.8347
MEM 109.058594 1730722986.9352
MEM 109.058594 1730722987.0356
MEM 109.058594 1730722987.1360
MEM 109.058594 1730722987.2364
MEM 109.058594 1730722987.3368
MEM 109.058594 1730722987.4372
MEM 109.058594 1730722987.5376
MEM 109.058594 1730722987.6380
MEM 109.058594 1730722987.7384
MEM 109.058594 1730722987.8388
MEM 109.058594 1730722987.9392
MEM 109.058594 1730722988.0396
MEM 109.058594 1730722988.1400
MEM 109.058594 1730722988.2404
MEM 109.058594 1730722988.3408
MEM 109.058594 1730722988.4412
MEM 109.058594 1730722988.5416
MEM 109.058594 1730722988.6420
MEM 109.058594 1730722988.7424
MEM 109.058594 1730722988.8428
MEM 109.058594 1730722988.9432
MEM 109.058594 1730722989.0436
MEM 109.058594 1730722989.1440
MEM 109.058594 1730722989.2444
MEM 109.058594 1730722989.3448
MEM 109.058594 1730722989.4452
MEM 109.058594 1730722989.5455
MEM 109.058594 1730722989.6459
MEM 109.058594 1730722989.7463
MEM 109.058594 1730722989.8467
MEM 109.058594 1730722989.9471
MEM 109.058594 1730722990.0475
MEM 109.058594 1730722990.1479
MEM 109.058594 1730722990.2483
MEM 109.058594 1730722990.3487
MEM 109.058594 1730722990.4491
MEM 109.058594 1730722990.5495
MEM 109.058594 1730722990.6499
MEM 109.058594 1730722990.7503
MEM 109.058594 1730722990.8507
MEM 109.058594 1730722990.9511
MEM 109.058594 1730722991.0515
MEM 109.058594 1730722991.1519
MEM 109.058594 1730722991.2523
MEM 109.058594 1730722991.3527
MEM 109.058594 1730722991.4531
MEM 109.058594 1730722991.5535
MEM 109.058594 1730722991.6539
MEM 109.058594 1730722991.7543
MEM 109.058594 1730722991.8547
MEM 109.058594 1730722991.9551
MEM 109.058594 1730722992.0555
MEM 109.058594 1730722992.1559
MEM 109.058594 1730722992.2563
MEM 109.058594 1730722992.3567
MEM 109.058594 1730722992.4571
MEM 109.058594 1730722992.5575
MEM 109.058594 1730722992.6579
MEM 109.058594 1730722992.7584
MEM 109.058594 1730722992.8588
MEM 109.058594 1730722992.9592
MEM 109.058594 1730722993.0596
MEM 109.058594 1730722993.1600
MEM 109.058594 1730722993.2604
MEM 109.058594 1730722993.3608
MEM 109.058594 1730722993.4612
MEM 109.058594 1730722993.5616
MEM 109.058594 1730722993.6620
MEM 109.058594 1730722993.7624
MEM 109.058594 1730722993.8628
MEM 109.058594 1730722993.9632
MEM 109.058594 1730722994.0636
MEM 109.058594 1730722994.1640
MEM 109.058594 1730722994.2644
MEM 109.058594 1730722994.3648
MEM 109.058594 1730722994.4652
MEM 109.058594 1730722994.5656
MEM 109.058594 1730722994.6660
MEM 109.058594 1730722994.7664
MEM 109.058594 1730722994.8667
MEM 109.058594 1730722994.9672
MEM 109.058594 1730722995.0676
MEM 109.058594 1730722995.1680
MEM 109.058594 1730722995.2684
MEM 109.058594 1730722995.3688
MEM 109.058594 1730722995.4692
MEM 109.058594 1730722995.5696
MEM 109.058594 1730722995.6700
MEM 109.058594 1730722995.7704
MEM 109.058594 1730722995.8708
MEM 109.058594 1730722995.9712
MEM 109.058594 1730722996.0716
MEM 109.058594 1730722996.1720
MEM 109.058594 1730722996.2724
MEM 109.058594 1730722996.3728
MEM 109.058594 1730722996.4732
MEM 109.058594 1730722996.5736
MEM 109.058594 1730722996.6740
MEM 109.058594 1730722996.7744
MEM 109.058594 1730722996.8748
MEM 109.058594 1730722996.9752
MEM 109.058594 1730722997.0756
MEM 109.058594 1730722997.1760
MEM 109.058594 1730722997.2764
MEM 109.058594 1730722997.3768
MEM 109.058594 1730722997.4772
MEM 109.058594 1730722997.5776
MEM 109.058594 1730722997.6780
MEM 109.058594 1730722997.7784
MEM 109.058594 1730722997.8788
MEM 109.058594 1730722997.9792
MEM 109.058594 1730722998.0796
MEM 109.058594 1730722998.1800
MEM 109.058594 1730722998.2804
MEM 109.058594 1730722998.3808
MEM 109.058594 1730722998.4811
MEM 109.058594 1730722998.5816
MEM 109.058594 1730722998.6819
MEM 109.058594 1730722998.7824
MEM 109.058594 1730722998.8828
MEM 109.058594 1730722998.9832
MEM 109.058594 1730722999.0836
MEM 109.058594 1730722999.1840
MEM 109.058594 1730722999.2844
MEM 109.058594 1730722999.3848
MEM 109.058594 1730722999.4852
MEM 109.058594 1730722999.5856
MEM 109.058594 1730722999.6860
MEM 109.058594 1730722999.7864
MEM 109.058594 1730722999.8868
MEM 109.058594 1730722999.9872
MEM 109.058594 1730723000.0876
MEM 109.058594 1730723000.1880
MEM 109.058594 1730723000.2884
MEM 109.058594 1730723000.3888
MEM 109.058594 1730723000.4892
MEM 109.058594 1730723000.5895
MEM 109.058594 1730723000.6899
MEM 109.058594 1730723000.7904
MEM 109.058594 1730723000.8908
MEM 109.058594 1730723000.9912
MEM 109.058594 1730723001.0916
MEM 109.058594 1730723001.1920
MEM 109.058594 1730723001.2924
MEM 109.058594 1730723001.3928
MEM 109.058594 1730723001.4932
MEM 109.058594 1730723001.5936
MEM 109.058594 1730723001.6940
MEM 109.058594 1730723001.7944
MEM 109.058594 1730723001.8948
MEM 109.058594 1730723001.9952
MEM 109.058594 1730723002.0956
MEM 109.058594 1730723002.1960
MEM 109.058594 1730723002.2964
MEM 109.058594 1730723002.3968
MEM 109.058594 1730723002.4972
MEM 109.058594 1730723002.5975
MEM 109.058594 1730723002.6979
MEM 109.058594 1730723002.7983
MEM 109.058594 1730723002.8987
MEM 109.058594 1730723002.9992
MEM 109.058594 1730723003.0996
MEM 109.058594 1730723003.2000
MEM 109.058594 1730723003.3004
MEM 109.058594 1730723003.4008
MEM 109.058594 1730723003.5012
MEM 109.058594 1730723003.6016
MEM 109.058594 1730723003.7020
MEM 109.058594 1730723003.8024
MEM 109.058594 1730723003.9028
MEM 109.058594 1730723004.0032
MEM 109.058594 1730723004.1036
MEM 109.058594 1730723004.2040
MEM 109.058594 1730723004.3044
MEM 109.058594 1730723004.4048
MEM 109.058594 1730723004.5052
MEM 109.058594 1730723004.6056
MEM 109.058594 1730723004.7060
MEM 109.058594 1730723004.8064
MEM 109.058594 1730723004.9068
MEM 109.058594 1730723005.0072
MEM 109.058594 1730723005.1076
MEM 109.058594 1730723005.2080
MEM 109.058594 1730723005.3084
MEM 109.058594 1730723005.4088
MEM 109.058594 1730723005.5092
MEM 109.058594 1730723005.6096
MEM 109.058594 1730723005.7100
MEM 109.058594 1730723005.8104
MEM 109.058594 1730723005.9108
MEM 109.058594 1730723006.0112
MEM 109.058594 1730723006.1116
MEM 109.058594 1730723006.2120
MEM 109.058594 1730723006.3124
MEM 109.058594 1730723006.4128
MEM 109.058594 1730723006.5132
MEM 109.058594 1730723006.6136
MEM 109.058594 1730723006.7140
MEM 109.058594 1730723006.8144
MEM 109.058594 1730723006.9148
MEM 109.058594 1730723007.0152
MEM 109.058594 1730723007.1156
MEM 109.058594 1730723007.2160
MEM 109.058594 1730723007.3164
MEM 109.058594 1730723007.4168
MEM 109.058594 1730723007.5172
MEM 109.058594 1730723007.6176
MEM 109.058594 1730723007.7180
MEM 109.058594 1730723007.8184
MEM 109.058594 1730723007.9188
MEM 109.058594 1730723008.0191
MEM 109.058594 1730723008.1195
MEM 109.058594 1730723008.2199
MEM 109.058594 1730723008.3203
MEM 109.058594 1730723008.4207
