Threshold	Specificity
0.999956	1.0
0.99995	1.0
0.999932	1.0
0.999921	1.0
0.999914	1.0
0.999888	1.0
0.999876	1.0
0.999866	1.0
0.999832	1.0
0.999816	1.0
0.999798	1.0
0.999794	1.0
0.999792	1.0
0.999789	1.0
0.999786	1.0
0.999785	1.0
0.999783	1.0
0.999782	1.0
0.999765	1.0
0.99976	1.0
0.999739	1.0
0.999738	1.0
0.999732	1.0
0.999707	1.0
0.999693	1.0
0.999668	1.0
0.999632	1.0
0.999588	1.0
0.999547	1.0
0.999536	1.0
0.999515	1.0
0.999463	0.9980720871751886
0.999439	0.9961441743503772
0.999415	0.9942162615255657
0.99941	0.9922883487007544
0.999373	0.990360435875943
0.999371	0.9884325230511316
0.999361	0.9865046102263202
0.999302	0.9845766974015088
0.999292	0.9826487845766974
0.999267	0.980720871751886
0.999243	0.9787929589270746
0.999103	0.9768650461022632
0.999097	0.9749371332774518
0.999059	0.9730092204526404
0.999032	0.971081307627829
0.998983	0.9691533948030177
0.998964	0.9672254819782062
0.998943	0.9652975691533948
0.998935	0.9633696563285834
0.998897	0.961441743503772
0.998879	0.9595138306789606
0.998833	0.9575859178541491
0.998772	0.9556580050293378
0.998756	0.9537300922045264
0.998715	0.951802179379715
0.998688	0.9498742665549036
0.998664	0.9479463537300922
0.998544	0.9460184409052808
0.998505	0.9440905280804694
0.998378	0.942162615255658
0.998311	0.9402347024308466
0.998258	0.9383067896060352
0.998245	0.9363788767812238
0.99818	0.9344509639564124
0.998123	0.932523051131601
0.998111	0.9305951383067896
0.998105	0.9286672254819782
0.997877	0.9267393126571668
0.997849	0.9248113998323554
0.997765	0.922883487007544
0.997762	0.9209555741827327
0.997749	0.9190276613579212
0.997691	0.9170997485331098
0.99733	0.9151718357082984
0.997144	0.913243922883487
0.997131	0.9113160100586756
0.99708	0.9093880972338642
0.996891	0.9074601844090529
0.996856	0.9055322715842414
0.996793	0.90360435875943
0.996352	0.8998323554065382
0.99622	0.8960603520536463
0.996084	0.8922883487007544
0.995713	0.8885163453478625
0.995622	0.8847443419949707
0.9952	0.8809723386420788
0.995189	0.8752724224643755
0.995072	0.8695725062866723
0.994518	0.863872590108969
0.994466	0.8581726739312657
0.994152	0.8524727577535625
0.993708	0.8467728415758592
0.99324	0.8391450125733445
0.993238	0.8315171835708298
0.992992	0.8238893545683151
0.992415	0.8162615255658004
0.992201	0.8067057837384745
0.990954	0.7971500419111484
0.990865	0.7875943000838223
0.990186	0.7780385582564963
0.989808	0.7684828164291702
0.989765	0.7570829840737636
0.988326	0.7456831517183571
0.987897	0.7342833193629505
0.987761	0.722883487007544
0.986787	0.7114836546521375
0.985308	0.7000838222967309
0.98444	0.6886839899413244
0.983262	0.6772841575859179
0.982988	0.6658843252305113
0.982796	0.6525565800502934
0.982613	0.6392288348700754
0.982524	0.6259010896898575
0.981018	0.6125733445096395
0.979966	0.5992455993294217
0.979735	0.5859178541492037
0.979596	0.5725901089689858
0.979287	0.5573344509639564
0.978516	0.542078792958927
0.978301	0.5268231349538978
0.975308	0.5115674769488684
0.975124	0.4963118189438391
0.973764	0.4810561609388097
0.972398	0.4658005029337804
0.971776	0.450544844928751
0.97067	0.4352891869237217
0.97018	0.4200335289186924
0.96904	0.404777870913663
0.9687	0.3895222129086337
0.965405	0.37426655490360433
0.964876	0.3570829840737636
0.961752	0.33989941324392287
0.961071	0.32271584241408213
0.954119	0.3055322715842414
0.953918	0.28834870075440067
0.946916	0.27116512992455993
0.946345	0.2520536462699078
0.942771	0.23294216261525566
0.942157	0.2138306789606035
0.941448	0.1947191953059514
0.937677	0.17560771165129924
0.937314	0.1564962279966471
0.934681	0.13738474434199496
0.934389	0.11827326068734283
0.934136	0.09916177703269069
0.933712	0.08005029337803855
0.927269	0.060938809723386424
0.922814	0.04182732606873428
0.922079	0.022715842414082147
0.919102	0.0016764459346186086
0.916461	-0.01936295054484493
0.914939	-0.04040234702430846
0.914379	-0.061441743503772
0.910139	-0.08248113998323554
0.907921	-0.10352053646269908
0.907776	-0.12455993294216261
0.907619	-0.14752724224643754
0.896685	-0.1704945515507125
0.895726	-0.19346186085498743
0.8948	-0.21642917015926236
0.888842	-0.2393964794635373
0.886314	-0.26236378876781224
0.881378	-0.2853310980720872
0.875485	-0.3101424979044426
0.87402	-0.334953897736798
0.866041	-0.3597652975691534
0.864795	-0.3845766974015088
0.864231	-0.41131601005867563
0.854272	-0.4380553227158424
0.85379	-0.4667225481978206
0.845715	-0.4953897736797988
0.840066	-0.5240569991617771
0.839753	-0.5545683151718357
0.816345	-0.5850796311818944
0.799884	-0.6155909471919531
0.798215	-0.6480301760268231
0.795167	-0.6804694048616932
0.770837	-0.7129086336965633
0.76743	-0.7471919530595138
0.764947	-0.7814752724224644
0.756445	-0.8157585917854149
0.735709	-0.8519698239731769
0.73024	-0.8881810561609388
0.727773	-0.9243922883487008
0.713177	-0.9606035205364627
0.712436	-0.998742665549036
0.708725	-1.0388097233864209
0.705116	-1.080804694048617
0.702657	-1.1246437552388935
0.692286	-1.16848281642917
0.69142	-1.2123218776194469
0.685426	-1.2580888516345348
0.668438	-1.3038558256496229
0.666246	-1.3496227996647108
