1	0.000850
1	0.000056
1	0.991505
1	0.289431
1	0.276042
1	0.863185
1	0.873031
1	0.997794
1	0.991427
1	0.999582
1	0.998210
1	0.714514
1	0.921029
1	0.000001
1	0.987388
1	0.829319
1	0.999431
1	0.998817
1	0.177004
1	0.998008
1	0.970951
1	0.988418
1	0.999744
1	0.999476
1	0.000756
1	0.959918
1	0.000506
1	0.053898
1	0.002156
1	0.999653
1	0.999867
1	0.997940
1	0.995273
1	0.354578
1	0.448785
1	0.999340
1	0.998568
1	0.997218
1	0.005344
1	0.999114
1	0.999851
1	0.949990
1	0.000315
1	0.005600
1	0.551485
1	0.999895
1	0.999440
1	0.988490
1	0.874552
1	0.837381
1	0.437021
1	0.000797
1	0.969282
1	0.146415
1	0.000019
1	0.000356
1	0.999874
1	0.928110
1	0.637023
1	0.991505
1	0.994500
1	0.999066
1	0.997772
1	0.997794
1	0.008161
1	0.559597
1	0.007821
1	0.996118
1	0.963019
1	0.492727
1	0.999565
1	0.955871
1	0.551485
1	0.011487
1	0.932833
1	0.969884
1	0.988867
1	0.998930
1	0.859306
1	0.988263
1	0.942347
1	0.015413
1	0.001559
1	0.505930
1	0.999722
1	0.002321
1	0.999550
1	0.994018
1	0.002045
1	0.957942
1	0.898790
1	0.007645
1	0.113221
1	0.000497
1	0.964385
1	0.992022
1	0.996816
1	0.982540
1	0.990722
1	0.998530
1	0.854118
1	0.000086
1	0.988359
1	0.351199
1	0.540609
1	0.999660
1	0.797876
1	0.983044
1	0.620418
1	0.982410
1	0.992787
1	0.913540
1	0.998146
1	0.790719
1	0.999887
1	0.000015
1	0.038860
1	0.001640
1	0.163339
1	0.864540
1	0.998442
1	0.998842
1	0.294638
1	0.998541
1	0.065521
1	0.441838
1	0.999044
1	0.000536
1	0.922885
1	0.998902
1	0.998619
1	0.961697
1	0.999003
1	0.026567
1	0.998743
1	0.000059
1	0.922885
1	0.921388
1	0.998442
1	0.992345
1	0.699617
1	0.867658
1	0.049299
1	0.000975
1	0.991505
1	0.289431
1	0.651684
1	0.863185
1	0.041406
1	0.997794
1	0.995221
1	0.998210
