Threshold	Specificity
0.999942	1.0
0.999941	1.0
0.999925	1.0
0.999908	1.0
0.999884	1.0
0.999878	1.0
0.999862	1.0
0.999853	1.0
0.999848	1.0
0.999818	1.0
0.999782	1.0
0.999759	1.0
0.999758	1.0
0.99972	1.0
0.999696	1.0
0.999695	1.0
0.999693	1.0
0.999692	1.0
0.999688	1.0
0.999672	1.0
0.999671	1.0
0.999655	1.0
0.999618	1.0
0.999584	1.0
0.99958	1.0
0.999573	1.0
0.999569	1.0
0.999556	1.0
0.999551	1.0
0.99954	1.0
0.999516	1.0
0.999501	1.0
0.999495	1.0
0.999493	1.0
0.999467	1.0
0.999465	1.0
0.999445	1.0
0.999432	1.0
0.999408	1.0
0.999402	1.0
0.999399	1.0
0.99938	1.0
0.999368	1.0
0.999367	1.0
0.999358	1.0
0.999357	1.0
0.999341	1.0
0.999335	1.0
0.999279	1.0
0.999254	1.0
0.999239	1.0
0.99923	1.0
0.999207	1.0
0.999206	1.0
0.999203	1.0
0.999202	1.0
0.999153	1.0
0.999148	0.9982397317686504
0.999132	0.9964794635373009
0.999125	0.9947191953059514
0.999123	0.9929589270746019
0.999094	0.9911986588432523
0.999092	0.9894383906119028
0.999081	0.9876781223805532
0.999017	0.9859178541492037
0.999014	0.9841575859178542
0.999003	0.9823973176865046
0.998999	0.9806370494551551
0.998959	0.9788767812238055
0.998947	0.9771165129924559
0.998871	0.9753562447611065
0.998857	0.9735959765297569
0.99885	0.9718357082984074
0.998845	0.9700754400670578
0.998835	0.9683151718357083
0.99883	0.9665549036043588
0.998805	0.9647946353730092
0.998788	0.9630343671416597
0.998783	0.9612740989103101
0.998756	0.9595138306789606
0.998749	0.9577535624476111
0.998746	0.9559932942162616
0.998733	0.954233025984912
0.998704	0.9524727577535624
0.998694	0.9507124895222129
0.998673	0.9489522212908633
0.998646	0.9471919530595139
0.998625	0.9454316848281643
0.998623	0.9436714165968147
0.998567	0.9419111483654652
0.998561	0.9401508801341156
0.998556	0.9383906119027662
0.998546	0.9366303436714166
0.998498	0.9348700754400671
0.998487	0.9331098072087175
0.998472	0.9313495389773679
0.998468	0.9295892707460185
0.998448	0.9278290025146689
0.998418	0.9260687342833194
0.998417	0.9243084660519698
0.998412	0.9225481978206203
0.998376	0.9207879295892707
0.998371	0.9190276613579212
0.998341	0.9172673931265717
0.998334	0.9155071248952221
0.998302	0.9137468566638726
0.998293	0.911986588432523
0.99827	0.9102263202011736
0.998253	0.908466051969824
0.998237	0.9067057837384744
0.998227	0.9049455155071249
0.99816	0.9031852472757753
0.998157	0.9014249790444259
