virus_unid	human_unid
P03470	Q05639
Q20MH8	Q96JB2
P15659	P67809
P03470	O95232
P15659	O43143
P05780	Q9H840
P03470	P09012
P03433	P62136
P03452	P08729
B4URF7	Q71UM5
P03468	P08195
P15659	P57088
Q20MH8	P60604
Q20MH3	Q14444
P15682	P35606
P15682	Q9NS86
B4UPA8	Q96B26
P05780	O00622
P03433	P38919
P03508	Q1KMD3
P03470	Q9UQ80
P03470	Q06830
P03428	Q8TAQ2
P03508	Q9HCD5
P15659	P62979
Q20MH0	P31943
P05780	Q8IYD1
P15659	P46778
P03496	Q13263
Q20MH8	Q8WVR3
P03427	Q5BJE1
P03433	Q14152
Q1K9H5	Q99816
P03454	P51665
P15682	Q9UQ80
P15659	P25789
P03470	P30050
P03470	Q8IXB1
P05780	P42766
P03431	Q16540
P03427	P62805
P03428	P55265
P03454	P46821
P03452	Q9Y4W6
P03452	Q9Y3L5
P15659	Q96EY1
P03470	P40227
P15682	P63244
P05780	Q9NR33
P15682	P67936
Q1K9H5	P50990
Q1K9H5	P30041
P03454	P84103
Q20MH0	Q02878
P03431	Q9UPT8
B4UPA8	Q9H898
P03427	Q9NQ29
P03454	Q9P219
P03427	Q9UMS4
P03452	P48444
P03470	Q9BYD2
P03427	P61978
B4URE7	Q8TF09
Q1K9H5	P31930
P03428	Q6DKI1
P03452	Q5VYK3
P03470	Q07157
P03470	Q9H3T2
P03468	P08240
P03470	Q9Y224
P03496	P82932
P03431	Q12906
P05780	Q13098
P15682	Q9Y5S9
P03496	P53618
P03433	Q8N163
P03454	P08195
B4UPB1	Q96FJ2
P15682	P50914
P03468	P63104
Q20MH8	Q9NRY5
P15682	P05783
P05780	Q00266
Q1K9H5	O00231
P15682	Q14331
Q20MH8	Q9HD45
P03454	Q07020
P15682	P05198
I6TAG8	P63279
P03427	Q9Y3Z3
Q20MH8	Q12904
Q194T2	Q9UNP9
P03427	P55209
P03496	P51153
P03470	P35251
P15682	Q15393
P03452	Q8N2K0
P03454	P62333
P03431	Q9BYD6
P03427	P0DMV9
P03470	Q01650
B4URF6	Q9H3K6
B4URE7	Q14574
P15682	P04792
P03468	O95816
B4URE7	Q01650
P15659	P46781
P15659	Q15208
P03428	Q14978
P03427	P05787
P03496	Q6P1M0
P03470	P09651
P05780	Q9UNS2
P15659	P61247
P15682	Q9Y2W1
P03454	P29692
P03470	Q7L2H7
P15682	P63220
P05780	Q8WXD5
Q1K9H5	P07900
P05780	Q8N6N3
P03468	Q9Y679
P03433	Q13595
P03452	Q8NF37
B4URE7	P20645
P03470	P20042
Q20MD0	Q8N5R6
P03470	P05386
P03496	Q96AE4
B4URE7	Q14542
P15682	P62081
P03470	P01889
P15659	Q15051
P03496	P11413
P03427	P09651
Q8JSN8	Q9HCK8
P15682	P17987
P15682	P53618
P03428	Q7Z7H8
P03433	Q9C005
P03468	O60287
P03508	P51398
P03427	Q13151
P15659	Q9NVI7
P03428	Q8IXM3
P15659	P04350
P03427	P05386
Q1K9H5	P33176
P03470	Q9HCE6
Q1K9H2	P42766
P03454	P17844
P03427	P06737
P03470	P25786
Q20MH4	P14649
P03470	P08238
Q20MH0	P21333
P03470	P04843
Q194T2	Q9UMS4
P03508	Q9NVP1
P03433	O75494
P03452	P60903
B4URF7	P25787
P15682	P07951
Q1K9H5	Q9UNM6
P03508	Q13813
Q20MH8	P04181
P03427	P35527
Q1K9H5	Q99653
P03468	O94973
P15682	Q96BS2
P03508	Q9BSD7
P03470	Q9BXP5
P03470	P00533
P03452	O43707
P03427	Q9Y657
P03433	Q9BSD7
P03508	P0C7W6
P03496	Q9Y3D5
P15659	P20290
P03427	P09012
P03454	Q9NZB2
P03452	P54886
P15659	P60660
P03431	Q9NPE3
P15682	Q9NR30
P15659	Q9Y3B4
P03452	P26641
P03470	Q99733
P03468	O14828
Q2RBU1	Q8WYN0
B4URE7	Q9H0W5
Q1K9G9	Q2M2I5
P03452	P61020
P03431	P11387
P15659	Q99708
I6TAG8	Q8N9N5
Q20MH8	O14981
P06821	Q9UBV2
P05780	P30154
P03470	Q8IV08
P03452	Q5H9R7
P03496	P55884
P03427	P62263
P03470	Q9H0A0
P03470	P50502
P15682	O60524
P03431	Q96T37
P03452	O95573
Q20MH8	Q5JPH6
P15682	Q13185
P05780	Q9BT40
P03428	Q9Y3I0
P15659	O60884
P03427	Q6ZUJ4
P15682	P50454
P15659	P60709
P03468	Q8WVX9
Q1K9H5	Q16342
P03431	O60832
P03454	P16520
P03508	P12270
P03433	Q92665
Q1K9H5	Q9Y394
P03470	Q07065
P03508	Q7Z7H8
P03427	P46782
P03468	Q9UPT5
Q20MH8	P00403
P15659	P52732
P03470	Q14258
B4URF7	P55072
Q20MH0	P67775
P15682	P51991
P03452	Q9NYU2
P03454	O14744
P03454	P13639
P03427	Q8IXK0
P03470	P53621
P03470	Q14004
Q20MH3	P63220
P15659	P51570
P15682	P38919
P15659	P13647
P03431	O00567
P15682	P08727
P03470	P15151
P03431	O15514
P15682	P62910
P03470	Q9Y6M1
P03427	P63173
P03468	O43570
P03470	P53396
P05780	Q8N3E9
P15682	P52732
P03496	P62333
P03470	P05387
P03427	P78362
P06821	Q13148
Q194T2	P05455
P03470	Q3V6T2
P03496	Q00325
P03454	P22626
P03470	Q15393
P03428	O43242
P05780	Q9NVA4
P15682	P50395
P15659	P42677
P03452	Q9Y230
P15659	P62847
P03508	Q08945
P03470	Q8IWX8
Q20MH8	P14868
P05780	Q7Z5K2
P03427	P62269
P15682	Q04637
P03470	P31153
Q1K9H2	P16989
P15659	Q15843
P03431	P62875
P05780	O00255
P03470	P06753
P03470	Q14839
P03431	Q8N163
P03470	Q9Y6N5
P03470	O00159
P03470	P15311
P15659	P62280
P15682	P11021
P03427	Q02543
P03452	O43570
P03427	P98175
P03470	Q9P258
Q1K9H5	Q92504
Q20MH8	Q9NXF7
P03470	P18621
Q20MH3	Q9P013
P03496	Q15637
P15682	P46779
P03427	P46779
P03468	O43264
P03454	P11908
P03470	Q92922
Q20MH8	Q5T9A4
P03452	P47755
P03496	Q9ULD2
P15682	O00571
P03452	P21964
P03454	O75821
Q20MH3	Q14103
P03427	P11388
P03454	Q16629
Q20MH8	Q9UQE7
P03470	P05783
Q20MH8	P83436
P03470	Q9BQ04
P03433	Q9BQA1
P15682	P14618
P03454	Q9Y657
P03433	Q9Y2X3
P03470	Q12849
P03470	P0DMV8
P15682	Q15208
P03433	Q9Y446
B4URE7	Q8NBW4
P03470	P62829
P03428	P52907
P15682	P13647
P05780	P42345
Q20MH8	P50454
P03431	P53618
P15682	P62273
Q8JSN8	P84157
P15659	P05386
P03431	P35268
P03454	P52597
P03470	O75506
P03468	P52701
P03470	Q99615
P03428	P62277
P03470	P13645
Q20MH8	Q4VXU2
Q1K9H5	P58546
P15682	O15234
Q20MH8	P52292
Q20MH4	P06576
Q1K9G9	O95757
Q1K9H5	P30048
P15682	Q08J23
P15659	P62906
Q20MH8	Q6PJG6
P15682	P0C0S5
P15659	P05783
B4URF7	P33993
P03452	Q9UBV2
P03468	Q9UPY5
P03454	P26373
P03470	P04264
P03454	P61313
Q194T2	Q6PCB5
P05780	O00429
P15682	O00422
P03468	Q9Y3L5
P03470	O60506
P15659	P61353
P03470	P05109
P03454	P68366
P03468	P50402
P03470	Q9Y678
Q20MD0	P43365
P03454	P50914
B4URE7	Q93050
Q20MH8	Q16563
P05780	P34949
P03428	Q12797
B4URF7	P55058
P15682	Q9UNQ2
P15682	P11142
Q8JSN8	Q96SQ5
P15682	Q8TED0
Q20MH8	Q9UP83
Q20MH0	P27348
P15682	P63010
P03496	Q8N5N7
P03508	Q96EY7
P03470	Q13155
P03470	P62857
P15682	Q14839
Q8JSN8	Q9Y6J8
Q1K9H5	P08670
Q20MH8	Q9BZX2
P03470	P60866
P03454	Q01082
P15682	P62847
P05780	P37198
P03454	Q14257
P15659	P37108
P15659	P62913
P03496	Q9UPY3
P03427	Q9BRS2
P03468	Q9BUP3
P03470	P04818
P15682	A6NHR9
P03470	Q9UHX1
P03470	P30048
P03433	Q1KMD3
P03468	Q92538
P03427	P04792
P03428	Q9BUJ2
Q20MH3	O60508
P03452	Q9UJS0
P03470	P10599
P03454	P0C0S8
P03470	P62826
P03470	P06748
P03470	P43243
Q20MH8	O95347
P03470	P62847
P05780	Q9NS86
P03470	P46776
P15682	Q14203
P03454	Q01081
P03452	P12814
P03468	O15031
Q20MH0	Q99729
P03496	Q9NZB2
P05780	P27797
P03428	Q9P015
P03470	O43242
P15682	Q9BQ67
P15659	P0C0S8
Q8JSN8	P29320
P03428	O75489
P03428	Q05048
P05780	Q8IWA4
P03452	Q27J81
P15659	Q9BRS2
P03428	Q9Y6M1
P03431	Q9C005
P03454	P27797
P15682	P61978
P03433	P16989
Q20MH0	P61313
P03468	Q8TEM1
P03454	P08238
P03470	P59998
P03470	P84098
P03468	P12236
Q20MH4	P35580
B4UPA8	P15311
P03508	O43707
P03470	Q13310
P03470	O15372
P03470	P08621
P15659	Q16875
P03454	P13647
P03454	O95816
P03452	Q8IXI1
P03470	P42704
P03452	Q643R3
P15682	P55036
P03470	P35637
P05780	Q92905
P03470	P62424
P03470	P49207
P03470	Q01081
P03470	P55036
P03452	Q9UBS4
Q20MH8	P52701
P15682	P62263
P03431	P11413
P15682	Q02952
P15682	O15372
P15682	O95816
P03468	Q9Y6M5
P03470	Q96Q05
P03452	Q9Y265
P03470	P19525
P03431	P55084
P05780	O43324
P03454	Q8WWP7
Q20MD0	Q9BRK4
P15659	Q86WR0
P03470	P60228
B4URE7	Q9H2H9
B4URF7	P20618
P15682	P62241
P03496	Q8IY17
P03508	Q8TAQ2
P03470	P55060
P03470	Q15208
P05780	Q96QU8
P03470	P83881
P15659	O00487
P03496	O00567
B4URF7	Q96PK6
P15682	Q96HS1
Q1K9G9	Q92542
P03496	P62841
Q1K9H5	Q6P5R6
Q20MH8	Q3ZCQ8
P15682	Q13428
B4URE7	Q8WUK0
P03433	O00567
P03468	Q9UIA9
P03427	Q8TD20
P15659	P62316
P15682	P52272
P03433	P55884
P03427	P81605
P15659	P62995
P03452	P20700
P03454	P50990
P03496	Q9Y5V3
P03470	Q00577
P03427	O60506
P03431	P43243
P03427	P18077
P15659	P25705
P03427	P49137
P15659	P10809
P15659	Q04323
P03470	O75475
P03470	P62308
P03427	Q99729
P03466	P43356
P03433	Q8IXM3
P03454	P31689
P03470	P35249
A6YJF2	Q9P2Y5
Q20MH8	Q9BTW9
P03470	P42766
P03470	Q02878
B4URF7	P49720
P03470	P36578
P03468	Q53EU6
Q1K9H5	P63241
Q1K9H5	P33240
P03454	P62854
P15682	Q02543
Q20MH3	P14678
Q8JSN8	Q14689
P15682	P05204
P03427	Q12857
P03454	Q92804
P03496	O75494
Q20MH8	Q9Y3Z3
Q20MH8	P48735
Q1K9H5	Q8IZ81
P03428	P82914
P15659	Q00839
P03470	P61353
P03454	Q9NZ52
P03470	Q9BZZ5
P03468	Q9Y287
P15682	P60891
P03470	P62318
P03470	P30101
P03454	Q16778
P15659	Q06830
P03470	Q16630
P15659	Q03135
P03454	Q02878
B4URE7	P04439
P03470	Q13885
P03452	Q8TBP6
P03428	Q9HAV7
P03468	Q9Y6N1
P06821	Q14244
P03427	P27824
Q1K9H5	P11717
P03454	Q99880
P03470	P54105
P03427	Q9NXV2
P03428	P82933
Q20MH8	Q86SZ2
Q194T2	Q9UKM9
P03470	Q14157
P03427	P17096
P15659	P31943
P15682	P62424
P03452	Q9BUP3
P15682	Q9BRP8
P03427	O00743
P03431	Q14247
Q8JSN6	Q96F85
Q1K9H5	Q9NRG9
P03470	P38646
P03427	Q86V81
P15682	P49756
P05780	P22392
Q1K9H5	P48556
Q8JSN8	Q15811
Q20MH8	Q13620
P03433	P51116
P03496	P08621
P03452	P19224
P15682	P12236
P15682	Q14498
Q20MH8	Q9UPU5
Q1K9H2	Q15773
B4URF7	Q99460
P15682	P46937
P03470	Q08J23
P03470	P42677
P03433	Q12996
P15682	Q99700
P03468	Q96KP1
P15682	P23246
P03427	P17931
Q20MH8	P68133
P03431	Q2TB90
Q8JSN8	O00555
P03470	P13804
P03496	Q9UG63
P03470	P25789
P05780	Q9HAS0
P03470	Q9BQA1
P03468	Q9H6X2
Q8JSN8	O94812
P03427	P17987
P03470	Q96CW1
P03470	P61313
P03470	P68363
P03427	Q99650
Q20MC6	P43356
P03470	Q15428
Q20MH8	O75155
Q20MH8	P16615
P15659	Q9UM00
P03470	P62333
P03427	P62899
P15682	P05787
Q20MH0	Q15208
P15659	P25398
Q20MH8	P57678
P03454	Q14697
P03470	P36542
Q8JSN8	P47897
P03468	Q9BQG0
Q1K9H5	P23526
P03468	Q96KA5
P03431	Q9NY12
P03470	Q86VP6
P03470	O94979
P03427	P58340
Q1K9G9	Q5VTJ3
Q1K9H5	P30519
P03468	Q92887
Q20MH8	P50991
P15682	P62258
P15682	P63241
P03496	Q15050
P15682	Q9Y3F4
P03452	P51153
P15659	P24534
P03433	Q8WUK0
Q1K9H5	O00233
P03454	P62899
Q20MH8	Q8NI27
P03454	P39023
P03468	Q14126
Q1K9H5	O15523
P03470	P0C0S8
P03508	Q9H307
Q6VE52	Q9HD26
P03470	Q9Y295
P03452	Q9UG63
P03470	P52292
P03427	P46783
P03427	P38646
P15659	O60831
P15682	P06733
P03427	P49458
P03470	O43143
Q20MH8	P62304
P15659	P15880
P03468	Q9Y3T9
P03468	Q5VV42
Q1K9H5	P18031
Q20MH8	Q6P2E9
P03454	Q13247
P03452	P01130
B4URE7	Q7Z3C6
P03508	P07237
P03470	P17844
P15682	Q14011
Q1K9H2	Q02809
P15659	P61313
P15659	Q8TD20
P03468	O75947
P03452	P36957
Q1K9H5	O95816
P03433	P82912
P05780	P62841
P03470	P31150
P03454	Q9NWU2
Q1K9H5	P16298
P06821	P51970
Q8JSN8	O15303
P03470	Q92688
Q20MH8	Q86Y56
Q20MH8	Q15386
P03454	Q00839
P03427	P62316
Q20MH8	P43003
Q8JSN8	Q9HCJ5
Q1K9H5	P28074
P03427	P51665
P03427	P60842
P03433	Q13547
P03508	P09661
P03454	P62917
P03427	Q06830
P15682	P63261
P03470	P78371
Q1K9H5	P41250
P03496	Q9Y6N5
Q1K9H5	Q7Z2W4
P15659	P60468
P15682	P02533
Q1K9H5	Q08945
P03468	Q9Y6D6
P03470	O60841
P03427	P50454
Q1K9H5	Q9H4A5
P03470	P82673
P06821	Q14764
P03508	Q6NZY4
P03454	P83881
P03470	Q9NXV2
P03470	Q14203
P03470	P62266
P03427	Q96HS1
P03427	P51991
P06821	P11216
P03427	P14625
P03470	P09493
P03468	Q86UN3
Q8JSN8	Q13761
P15659	P62899
P03508	Q13077
P03454	P0DMV9
P03452	Q8NBQ5
Q1K9G9	P34932
P15682	P23284
B4URE7	O43504
P03470	Q92841
Q20MH0	P68133
P03470	P53999
P03454	P18124
Q20MH8	Q8N1B4
P15682	Q9BQG0
P15682	Q8IWX8
Q1K9H2	Q9BUJ2
P03470	P46783
P15682	P62913
P03468	P49755
B4URE7	Q9Y5Y2
B4URE7	Q9C075
P15682	O43852
P03452	Q13015
P03428	P63104
P03470	P61927
P03454	Q14974
P03454	P35232
P03470	P28838
P03496	Q9P2K5
Q8JSN8	Q8NF37
P03468	Q6NUM9
P03454	Q96AG4
P03433	Q92598
P15659	Q9Y3Z3
Q20MD0	O14641
P03454	Q9C0B9
P03470	P62241
P05780	Q13445
P03508	Q96KR1
P15659	P62807
P03427	P16989
Q20MH3	P18621
Q1K9H5	P04632
P03454	P35544
P03468	P51153
P03470	P11940
P03433	A0AV96
P03427	P47914
P03470	P53618
P03427	P15880
P15659	P63151
P03428	P68431
P03452	P21796
P05780	Q9NRY2
P15682	P51114
P03452	O00231
P03427	Q93008
P03470	P39656
P15682	P83881
P03427	P62847
P03454	P62805
P03468	Q5T160
P06821	P98175
P15682	P15311
P15682	P46781
Q1K9H5	P33993
P03427	Q02878
P05780	Q69YU5
P03452	Q92604
B4URF7	O00232
Q20MH8	O14893
P03470	P83731
P15682	P39023
P03431	P08729
P03454	Q07955
Q1K9H5	P13637
Q20MH8	Q93008
P03428	Q9H2U1
P03454	Q9Y4E8
P03428	Q9NY61
I6TAG8	O75525
P15682	Q9UKD2
Q20MD0	O00505
P03468	Q9P035
B4URF7	P25786
P15682	P62753
P15682	P23588
P03470	Q9Y3D6
Q20MH8	Q96P70
P03454	O75533
P03470	P23458
P03470	O94776
Q20MH8	Q5UIP0
P03433	P63272
P03508	P42704
P03508	Q9UJC3
Q20MH8	P50748
P03470	P31040
P15682	P26641
P15682	P55795
Q20MH8	Q9UBF2
B4URF7	P62333
Q8JSN6	Q9BZC7
Q20MH8	Q15392
P03496	P82933
Q8JSN8	Q13123
P15682	P19338
Q1K9H2	P61326
P03470	P23396
Q20MH8	P28799
P03468	Q9Y6D5
Q20MD0	P14373
P03508	Q5TEC6
P03496	P27824
P15682	P30101
P03427	P50914
P03496	Q9NXV2
P03468	P19224
P03428	Q9Y265
P03468	P53007
P03496	P47897
P15682	O75934
P03468	P07384
P03468	Q9H5Q4
Q20MH8	Q9UJS0
P03428	Q9BPW8
P03496	P16615
P15682	O75821
B4UPA8	O75569
Q1K9G9	Q9NZL4
P03427	P35268
Q1K9H5	Q9NRX2
P15659	P62841
P03470	P06702
P03433	Q9UKV8
P03496	Q02978
P03470	O60256
P03454	O60884
P03470	Q9H2U1
P03470	P45880
P03470	O60568
P03427	P08708
P03470	Q6PKG0
Q1K9G9	Q9UK41
P03428	O95573
Q20MH0	P62249
Q20MH8	Q9UNS1
P03470	P46781
P03496	Q9UKK3
P03470	Q99460
B4URE7	O60343
P03468	P07919
P15682	Q9P2E9
P03431	P49756
P05780	Q96E22
P03427	P83731
P15682	Q9H074
P03470	P27105
P15682	Q99459
P15682	Q86VP6
P03454	P98175
P03427	Q99623
Q20MH4	P00846
P03427	P10412
P15682	P04350
Q1K9G9	P81605
Q20MH0	P19338
P05780	Q7Z3E5
P15659	P14866
P15682	Q8NC51
Q1K9H2	Q13148
P03470	P60842
P03470	P62273
P03470	O75531
P15682	P06576
Q1K9H5	P54886
P15659	P83731
P03452	Q9C005
P15682	P07237
P03427	Q13435
B4URF6	P23526
Q20MH4	O75531
P03470	Q14566
P03470	P41091
Q1K9H5	P09543
B4URF7	Q16543
P03468	P07355
Q1K9H5	Q9H4A6
P06821	Q86U38
Q20MD0	O14503
P03470	Q8NE71
P03454	Q9UQ80
P03433	P82933
P03427	Q70IA6
P03454	P06748
P03454	Q9BQE3
P03452	P41250
P15682	P17096
P15659	P62269
P03454	P09012
P03470	P08579
P03508	P98175
P03470	P35544
P15682	P46777
P03508	P55084
P05780	Q9UBW8
P03470	P17096
P03452	O60218
P03427	Q8N5C6
Q1K9H6	O14818
Q20MH8	P39656
P03427	P36542
P03428	Q9NVP1
P03470	O00571
P03427	Q01130
Q1K9H5	P25789
P05780	Q9BT78
P03428	Q9BYD1
P05780	Q16594
P03470	P49902
P15659	P11021
P03468	P21964
P03470	P26038
P03470	P63173
P03452	Q13045
P03454	P0DN76
P06821	Q7Z392
P03468	Q07973
Q8JSN6	P04350
P03468	P27824
P03454	P46783
P03427	Q13243
P03468	O76071
P15682	P35637
P15682	Q9H0D6
P03496	Q01813
P15659	Q02543
Q194T2	Q8TD84
P03468	Q9UI12
P03470	P54652
P15682	O00303
P15659	P26358
P03468	P60468
P03470	P52434
P15682	P12814
P03454	P49368
P03468	P13498
P15659	O75533
P15682	P25789
P03454	P67936
I6TAG8	O75608
P03452	P51148
P15682	P0DP23
B4UPA8	O14641
P03496	Q9Y446
P03431	P82675
P03428	P13804
P03496	Q92615
P03452	Q8N163
Q20MH8	O15397
P03433	P98175
P15682	Q8N163
P15682	P33993
P03470	P62277
P03470	P00558
P03454	O75688
P03468	Q7L8L6
P03427	P62318
P15682	Q5BJE1
Q20MH8	Q13505
Q20MH8	P68032
P03508	Q15020
P03496	Q15046
P03470	Q8IWS0
Q8JSN8	Q9BXG8
P03470	P62841
P15682	Q14152
P03437	P01737
P15682	Q13283
P15682	Q9UNM6
P03427	P40227
P03454	P67809
Q1K9H5	P49720
P03427	P30050
Q1K9H5	Q9H9H4
P03468	Q9Y230
P06821	P55010
P03428	Q7KZ85
P03452	Q9BSJ8
P03470	Q01130
P03470	Q92665
P03496	Q03169
P15682	Q00839
P03508	Q92620
P03470	P11388
P03496	O75794
P15682	Q8TF72
P03470	P39023
P03470	P31949
P15659	P02545
Q1K9H5	P32119
P03427	P60468
P15659	P0DP23
Q8JSN8	Q5VU43
P03470	Q9NR30
P03470	P04083
P03496	O43242
P03454	Q9HCE6
Q20MH8	Q86UT6
B4URE7	P62873
P03454	P62913
Q1K9H2	Q13243
Q20MH8	P08237
P03452	P62136
P06821	P01111
P03427	Q86UE4
P03433	Q9Y230
Q20MH8	P14324
P15659	Q8WVS4
P03454	P62244
P15682	P29558
Q8JSN8	Q9NZL3
Q1K9H5	Q15181
P15659	P23396
P03468	P11216
P03431	P04083
P03470	Q08945
P05780	P55160
P03454	Q13283
P03470	Q9BXS6
P15682	Q86V81
P15659	Q9NXV2
P15682	O14744
P03468	Q9BVV7
Q1K9H5	Q00610
P03470	P61247
P03470	P23528
Q8JSN8	Q5JY77
P03427	P36578
P03427	P62913
P03470	Q8N5C6
P03454	P62316
Q1K9H5	P11441
P03470	Q00341
P03452	P49721
P03454	P83731
P03470	P0DMV9
Q8JSN8	Q9BZL4
P15682	P48643
Q20MH0	P06748
P03427	P21333
P03431	P62136
P15682	P27348
P03470	P0C0S5
P05780	Q86W92
P03454	P15880
P03468	Q06210
P03433	Q15020
Q1K9H5	P55735
P03468	P61163
P03427	P62854
Q20MH8	Q9BQB6
P03508	Q9P2I0
P15682	Q06830
P03454	P61254
P03431	O75494
P15682	Q9Y5A9
P03508	Q27J81
P03470	P06493
P03470	P62263
P03431	Q9NQG5
P03427	Q15717
P03427	P62750
P03454	P25786
P03470	Q7KZF4
P15682	P46782
B4URF7	Q96QV6
P03468	Q8N1F8
Q20MH4	P56381
P15682	Q13200
Q1K9H2	P07195
Q1K9H5	P20020
P03431	Q7Z7H8
P03433	P08621
P06821	Q9Y6G9
P15682	Q9Y262
Q20MH8	P00338
P15682	P35527
P03468	Q6PJG6
P03454	P62266
Q1K9H5	O94927
P03470	P40926
P03508	Q15907
P03470	Q15843
Q20MH8	P21964
P03470	P13639
P15659	O00232
P06821	Q9Y605
P03454	P04350
P15659	O14979
P03427	Q9NVI7
P03468	Q56VL3
P15682	P62266
B4URE7	Q5XKP0
P15682	P08670
P03452	Q8N6M3
P15682	P62249
P03454	Q13263
P03433	Q9P2R3
P03468	Q96A33
P03433	Q9UKD2
Q20MH0	P67809
P03496	O15269
P03470	P84243
P03454	P46778
P03428	Q9Y2R9
P15682	Q00325
P15659	P50914
P15682	Q9BXP5
P03427	P61353
P15682	O94776
P03468	O15269
P15682	P62851
P03454	O43242
P15659	P10412
P15682	Q13813
P05780	Q9P2X0
Q1K9H5	Q8WW22
P15682	P21796
P03427	P07355
P03496	P12004
P03508	Q6P1W5
Q8JSN8	Q9H0B6
P03470	P07339
P06821	P0DN79
P03454	P35637
P03454	O00159
P05780	P50213
P03433	Q96HS1
P15682	P38646
P03496	P61204
P03468	P15291
P15682	P53999
Q8QPK2	P29466
P03452	Q99832
P03470	P05455
Q20MH4	O94766
Q8JSN8	Q86SZ2
P03470	Q9NZB2
P15659	O15042
P03470	P46937
P15682	P35544
Q1K9H5	P60903
P15682	Q09028
P03470	O43809
P03470	Q15427
P03454	P53396
P15682	O15160
P03454	O60506
P15682	P60660
P03454	P30050
P15682	Q9BQ04
P03508	P49327
Q30NB4	Q9H1Y0
P03468	Q9UJZ1
P03431	P55265
P03452	Q8WUY1
I6TAG8	Q8WYJ6
P15682	P41091
P05780	O60518
P03470	Q9Y262
P03496	P14678
P06821	Q9H900
P03470	P16989
B4URF7	Q08945
P03452	P52907
P03454	P55072
P03427	P52815
P03468	P48960
Q1K9H5	Q13617
Q20MH8	Q9P2J5
Q1K9H5	Q9C0C9
P03454	Q9Y3U8
P15682	P41252
P15682	Q9Y3Z3
P03454	P37108
P15682	Q9Y4F1
P03470	P55884
P03427	P07305
P03427	P32969
P03508	Q8NHQ1
P03470	P05141
P15659	P62241
P03470	Q9BYJ9
P03454	P52272
B4URE7	Q14254
P03470	Q9Y399
P15659	P07900
B4URF7	P25789
P03508	P12814
P15682	P11940
P03428	Q00577
P15682	O00159
P03496	P15121
P03496	Q9UJV9
P05780	Q9H361
P03470	Q9Y383
P15659	P25686
B4URE7	Q9UBX3
P03431	P82933
P03454	O00303
B4URE7	Q9HC07
P15682	Q9BQA1
P03470	A6NHR9
P03427	P13645
P15659	P62318
P15682	Q9Y265
Q20MH8	Q9UBD5
Q20MH8	P18825
Q20MH0	Q99832
P15682	O75494
P03470	O00231
P15682	P62841
Q20MH8	P40939
P15659	Q8WWM7
P06821	Q16555
Q1K9H2	Q9Y3D5
P05780	Q7L576
P03433	P62140
P03468	O43707
P03427	Q96CW1
P03454	P06576
P03470	Q96PZ0
P15659	P68032
P03454	O15013
Q20MH8	Q7RTS9
P15659	P38646
P15659	O60506
P03431	Q96PK6
P03468	P21912
P03428	Q9UKV8
P03454	P19338
P15682	Q8WWY3
P03496	O00232
P15659	Q562R1
P05780	Q15058
P03454	P60891
P03427	Q14103
Q1K9H5	Q9ULX6
P05780	P29034
P03427	Q13438
P03452	P11413
Q1K9H5	P62979
P15682	Q15424
P03454	P14866
P03454	P13010
P03470	P17931
P03468	Q8TEX9
P15659	P46821
P03470	P13647
P03427	Q01081
B4URE7	O43324
P15682	P19525
Q1K9H5	O15173
P03452	P61160
P03470	Q01518
Q8JSN8	A1L390
P15682	Q99460
P03431	P82930
Q1K9H5	Q96PU8
B4URE7	Q8WUM4
P05780	P08729
P03496	Q9Y2X3
P03470	Q9Y657
P03468	O14925
P03470	Q13405
P03431	P19387
P15682	Q9BTE7
P03468	O00767
P03508	Q07157
P03470	Q9BQ61
Q20MH0	P34931
P06821	P47755
P03427	P19474
Q194T2	P36873
P15659	O00303
P15659	P46779
P15659	P49902
P15682	Q14974
P03431	P78347
P03470	P32969
Q20MH8	Q15003
Q8JSN6	Q96PU8
P03427	P62906
Q1K9H5	P04843
P03427	O43143
P03454	P07900
P06821	Q9P2N5
P05780	P17152
P03427	P62851
P03427	P08865
P03431	Q9HD33
P03427	Q8NC51
P03454	P12956
P15682	P61981
P03470	Q9NZT1
P03454	Q9NRN7
Q20MH8	Q13395
Q1K9H5	P14209
P03454	Q13885
P03470	Q9UMS4
P03452	P61026
Q20MH8	P42695
P15659	P62314
P03468	Q969X5
P03470	P54727
P05780	Q16637
P15682	P21291
P03452	P14314
P03468	P10909
Q20MD0	P52294
P03496	P82930
P15682	P68104
P03454	P05388
Q1K9H5	Q92945
P03428	P00367
P03468	Q9Y6C9
Q20MH8	P40616
P05780	P17707
Q20MH8	Q8TCG1
Q20MH4	P25705
P03470	P07910
P03452	A1L0T0
Q1K9H5	Q9UJZ1
P03452	P06703
Q20MH8	O94905
P03470	P63010
P03508	P02511
P03452	Q01813
P06821	Q9HBH0
P15682	P35268
P03454	P09651
P03454	P62906
Q20MH4	Q4ZHG4
P03470	Q99623
Q20MH8	Q86VP6
P03454	Q8NC51
P03470	Q9HCN8
P03452	Q9NZ01
P03470	Q14847
P03454	P46779
P15682	Q9Y3U8
P03427	O95817
P03470	P84090
P03496	Q8N1F7
P15659	P61978
Q1K9H5	P25787
P15682	Q7L2E3
P15659	Q13813
P03470	Q9HC36
P03508	P42330
P03470	P52272
Q20MH8	Q9H3U1
P03470	Q05519
Q8JSN8	Q14203
B4URE7	P43003
P03427	P78371
P03508	Q8WXF1
P03452	Q9UBF2
P03470	P21333
